geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Budget Allocation ,Recurrent,48.75
county,42,,Kisumu,Budget Allocation ,Development,0
county,42,,Kisumu,Exchequer Issues,Recurrent,21.71
county,42,,Kisumu,Exchequer Issues,Development,0
county,42,,Kisumu,Expenditure,Recurrent,13.07
county,42,,Kisumu,Expenditure,Development,0
