geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,1,,Mombasa,"General Administration, Planning and Support Services",Approved Budget,286.68
county,1,,Mombasa,"General Administration, Planning and Support Services",Actual Payments,94.57
county,1,,Mombasa,"General Administration, Planning and Support Services",Variance,192.11
county,1,,Mombasa,Education headquarters,Approved Budget,126.36
county,1,,Mombasa,Education headquarters,Actual Payments,4.14
county,1,,Mombasa,Education headquarters,Variance,122.22
county,1,,Mombasa,Childcare,Approved Budget,64.65
county,1,,Mombasa,Childcare,Actual Payments,0.00
county,1,,Mombasa,Childcare,Variance,64.65
county,1,,Mombasa,Elimu Fund,Approved Budget,161.89
county,1,,Mombasa,Elimu Fund,Actual Payments,0.00
county,1,,Mombasa,Elimu Fund,Variance,161.89
county,1,,Mombasa,Information Technology Headquarters,Approved Budget,122.27
county,1,,Mombasa,Information Technology Headquarters,Actual Payments,0.00
county,1,,Mombasa,Information Technology Headquarters,Variance,122.27
