geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Roads general administration and planning,Approved Budget,216.56
county,42,,Kisumu,Roads general administration and planning,Actual Payments,0.00
county,42,,Kisumu,Roads general administration and planning,Variance,216.56
