geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,47,,Nairobi,General Administration Planning and Support Services,Absorption,33.99
county,47,,Nairobi,Information And Communication Services,Absorption,3.74
county,47,,Nairobi,ICT Infrastructure Development,Absorption,0
