geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Promotion of sustainable land use,Approved Budget,72.99
county,42,,Kisumu,Promotion of sustainable land use,Actual Payments,0.43
county,42,,Kisumu,Promotion of sustainable land use,Variance,72.56
