geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,1,,Mombasa,Administration Unit,Absorption,37.10
county,1,,Mombasa,Accounting Unit,Absorption,66.1
county,1,,Mombasa,Planning and Monitoring Unit,Absorption,53.1
