geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,17,,Makueni,Budget Allocation ,Recurrent,49.5
county,17,,Makueni,Budget Allocation ,Development,104.94
county,17,,Makueni,Exchequer Issues,Recurrent,25.6
county,17,,Makueni,Exchequer Issues,Development,8.44
county,17,,Makueni,Expenditure,Recurrent,19.77
county,17,,Makueni,Expenditure,Development,9.78
