geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Budget Allocation ,Recurrent,372.18
county,42,,Kisumu,Budget Allocation ,Development,266.34
county,42,,Kisumu,Exchequer Issues,Recurrent,74.03
county,42,,Kisumu,Exchequer Issues,Development,0
county,42,,Kisumu,Expenditure,Recurrent,165.82
county,42,,Kisumu,Expenditure,Development,33.76
