geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,1,,Mombasa,Expenditure to Exchequer Issues,Recurrent,58.80
county,1,,Mombasa,Expenditure to Exchequer Issues,Development,15.8
county,1,,Mombasa,Absorption rate,Recurrent,20.2
county,1,,Mombasa,Absorption rate,Development,2.7
