geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,"Inter-governmental relations, communication and coordination.",Approved Budget,23.11
county,42,,Kisumu,"Inter-governmental relations, communication and coordination.",Actual Payments,3.23
county,42,,Kisumu,"Inter-governmental relations, communication and coordination.",Variance,19.88
