geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Development expenditure,Expenditure as % of Total Expenditure,8.4
county,42,,Kisumu,Development expenditure,Absorption,6.3
county,47,,Nairobi,Development Expenditure,Expenditure as % of Total Expenditure,5.7
county,47,,Nairobi,Development Expenditure,Absorption,5.6
