geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Expenditure to Exchequer Issues       ,Recurrent,45.8
county,42,,Kisumu,Absorption rate ,Development,0
county,42,,Kisumu,Expenditure to Exchequer Issues       ,Recurrent,19.8
county,42,,Kisumu,Absorption rate ,Development,0
