geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Tourism development and management,Approved Budget,22.97
county,42,,Kisumu,Tourism development and management,Actual Payments,1.46
county,42,,Kisumu,Tourism development and management,Variance,21.52
