geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,1,,Mombasa,Urban,Intersex,30
county,1,,Mombasa,Urban,Male,"610,257"
county,21,,Murang'a,Rural,Male,"467,062"
county,21,,Murang'a,Rural,Intersex,30
county,21,,Murang'a,Rural,Female,"471,121"
county,21,,Murang'a,Urban,Male,"56,878"
county,21,,Murang'a,Urban,Intersex,1
county,21,,Murang'a,Urban,Female,"61,548"
county,47,,Nairobi City,Rural,Female,0
county,47,,Nairobi City,Rural,Male,0
county,47,,Nairobi City,Rural,Intersex,0
county,47,,Nairobi City,Urban,Female,"2,204,376"
county,47,,Nairobi City,Urban,Male,"2,192,452"
county,47,,Nairobi City,Urban,Intersex,245
county,32,,Nakuru,Rural,Female,"555,458"
county,32,,Nakuru,Rural,Male,"559,639"
county,32,,Nakuru,Rural,Intersex,25
county,32,,Nakuru,Urban,Female,"529,377"
county,32,,Nakuru,Urban,Male,"517,633"
county,32,,Nakuru,Urban,Intersex,70
county,29,,Nandi,Rural,Female,"414,497"
county,29,,Nandi,Rural,Intersex,20
county,29,,Nandi,Rural,Male,"411,715"
county,29,,Nandi,Urban,Female,"29,933"
county,29,,Nandi,Urban,Intersex,2
county,29,,Nandi,Urban,Male,"29,544"
county,33,,Narok,Rural,Male,"529,224"
county,33,,Narok,Rural,Intersex,21
county,33,,Narok,Rural,Female,"528,276"
county,33,,Narok,Urban,Male,"49,818"
county,33,,Narok,Urban,Intersex,5
county,33,,Narok,Urban,Female,"50,529"
county,46,,Nyamira,Rural,Male,"268,241"
county,46,,Nyamira,Rural,Female,"290,286"
county,46,,Nyamira,Rural,Intersex,13
county,46,,Nyamira,Urban,Male,"22,666"
county,46,,Nyamira,Urban,Female,"24,370"
county,46,,Nyamira,Urban,Intersex,0
county,18,,Nyandarua,Rural,Intersex,15
county,18,,Nyandarua,Rural,Male,"282,499"
county,18,,Nyandarua,Rural,Female,"289,240"
county,18,,Nyandarua,Urban,Intersex,5
county,18,,Nyandarua,Urban,Male,"32,523"
county,18,,Nyandarua,Urban,Female,"34,007"
county,19,,Nyeri,Rural,Intersex,28
county,19,,Nyeri,Rural,Male,"300,893"
county,19,,Nyeri,Rural,Female,"307,488"
county,19,,Nyeri,Urban,Intersex,3
county,19,,Nyeri,Urban,Male,"73,395"
county,19,,Nyeri,Urban,Female,"77,357"
county,25,,Samburu,Rural,Female,"130,130"
county,25,,Samburu,Rural,Intersex,7
county,25,,Samburu,Rural,Male,"133,058"
county,25,,Samburu,Urban,Female,"23,416"
county,25,,Samburu,Urban,Intersex,0
county,25,,Samburu,Urban,Male,"23,716"
county,41,,Siaya,Rural,Male,"431,450"
county,41,,Siaya,Rural,Intersex,15
county,41,,Siaya,Rural,Female,"476,301"
county,41,,Siaya,Urban,Male,"40,219"
county,41,,Siaya,Urban,Intersex,3
county,41,,Siaya,Urban,Female,"45,195"
county,6,,Taita Taveta,Rural,Female,"120,178"
county,6,,Taita Taveta,Rural,Intersex,2
county,6,,Taita Taveta,Rural,Male,"126,717"
county,6,,Taita Taveta,Urban,Female,"47,149"
county,6,,Taita Taveta,Urban,Intersex,5
county,6,,Taita Taveta,Urban,Male,"46,620"
county,4,,Tana River,Rural,Intersex,1
county,4,,Tana River,Rural,Female,"119,524"
county,4,,Tana River,Rural,Male,"120,696"
county,4,,Tana River,Urban,Intersex,1
county,4,,Tana River,Urban,Female,"37,867"
county,4,,Tana River,Urban,Male,"37,854"
county,13,,Tharaka-Nithi,Rural,Intersex,6
county,13,,Tharaka-Nithi,Rural,Male,"177,716"
county,13,,Tharaka-Nithi,Rural,Female,"182,712"
county,13,,Tharaka-Nithi,Urban,Intersex,1
county,13,,Tharaka-Nithi,Urban,Male,"16,048"
county,13,,Tharaka-Nithi,Urban,Female,"16,694"
county,26,,Trans Nzoia,Rural,Intersex,23
county,26,,Trans Nzoia,Rural,Female,"410,978"
county,26,,Trans Nzoia,Rural,Male,"400,606"
county,26,,Trans Nzoia,Urban,Intersex,5
county,26,,Trans Nzoia,Urban,Female,"90,228"
county,26,,Trans Nzoia,Urban,Male,"88,501"
county,23,,Turkana,Rural,Intersex,20
county,23,,Turkana,Rural,Female,"379,675"
county,23,,Turkana,Rural,Male,"406,490"
county,23,,Turkana,Urban,Intersex,1
county,23,,Turkana,Urban,Female,"69,193"
county,23,,Turkana,Urban,Male,"71,597"
county,27,,Uasin Gishu,Rural,Female,"326,700"
county,27,,Uasin Gishu,Rural,Male,"326,269"
county,27,,Uasin Gishu,Rural,Intersex,12
county,27,,Uasin Gishu,Urban,Female,"256,189"
county,27,,Uasin Gishu,Urban,Male,"254,000"
county,27,,Uasin Gishu,Urban,Intersex,16
county,38,,Vihiga,Rural,Intersex,10
county,38,,Vihiga,Rural,Male,"255,727"
county,38,,Vihiga,Rural,Female,"275,892"
county,38,,Vihiga,Urban,Intersex,2
county,38,,Vihiga,Urban,Male,"27,951"
county,38,,Vihiga,Urban,Female,"30,431"
county,8,,Wajir,Rural,Female,"283,500"
county,8,,Wajir,Rural,Intersex,27
county,8,,Wajir,Rural,Male,"320,562"
county,8,,Wajir,Urban,Female,"82,340"
county,8,,Wajir,Urban,Intersex,22
county,8,,Wajir,Urban,Male,"94,812"
county,24,,West Pokot,Rural,Intersex,15
county,24,,West Pokot,Rural,Female,"297,916"
county,24,,West Pokot,Rural,Male,"291,469"
county,24,,West Pokot,Urban,Intersex,0
county,24,,West Pokot,Urban,Female,"16,297"
county,24,,West Pokot,Urban,Male,"15,544"
