geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,30,,Baringo,Rural,Intersex,12
county,30,,Baringo,Rural,Female,"292,006"
county,30,,Baringo,Rural,Male,"299,456"
county,30,,Baringo,Urban,Intersex,1
county,30,,Baringo,Urban,Female,"38,422"
county,30,,Baringo,Urban,Male,"36,866"
county,36,,Bomet,Rural,Female,"427,577"
county,36,,Bomet,Rural,Intersex,22
county,36,,Bomet,Rural,Male,"420,119"
county,36,,Bomet,Urban,Female,"13,802"
county,36,,Bomet,Urban,Intersex,1
county,36,,Bomet,Urban,Male,"14,168"
county,39,,Bungoma,Rural,Intersex,29
county,39,,Bungoma,Rural,Male,"720,235"
county,39,,Bungoma,Rural,Female,"760,194"
county,39,,Bungoma,Urban,Intersex,6
county,39,,Bungoma,Urban,Male,"91,911"
county,39,,Bungoma,Urban,Female,"98,195"
county,40,,Busia,Rural,Female,"408,611"
county,40,,Busia,Rural,Male,"371,289"
county,40,,Busia,Rural,Intersex,28
county,40,,Busia,Urban,Female,"58,790"
county,40,,Busia,Urban,Male,"54,963"
county,40,,Busia,Urban,Intersex,0
county,28,,Elg eyo/Marakwet,Rural,Female,"216,548"
county,28,,Elg eyo/Marakwet,Rural,Intersex,9
county,28,,Elg eyo/Marakwet,Rural,Male,"217,344"
county,28,,Elg eyo/Marakwet,Urban,Female,"10,603"
county,28,,Elg eyo/Marakwet,Urban,Intersex,3
county,28,,Elg eyo/Marakwet,Urban,Male,"9,973"
county,14,,Embu,Rural,Male,"267,126"
county,14,,Embu,Rural,Female,"265,534"
county,14,,Embu,Rural,Intersex,15
county,14,,Embu,Urban,Male,"37,082"
county,14,,Embu,Urban,Female,"38,833"
county,14,,Embu,Urban,Intersex,9
county,7,,Garissa,Rural,Intersex,27
county,7,,Garissa,Rural,Female,"281,013"
county,7,,Garissa,Rural,Male,"349,423"
county,7,,Garissa,Urban,Intersex,7
county,7,,Garissa,Urban,Female,"101,331"
county,7,,Garissa,Urban,Male,"109,552"
county,43,,Homa Bay,Rural,Intersex,19
county,43,,Homa Bay,Rural,Female,"532,861"
county,43,,Homa Bay,Rural,Male,"485,991"
county,43,,Homa Bay,Urban,Intersex,4
county,43,,Homa Bay,Urban,Female,"59,506"
county,43,,Homa Bay,Urban,Male,"53,569"
county,11,,Isiolo,Rural,Female,"65,894"
county,11,,Isiolo,Rural,Male,"76,435"
county,11,,Isiolo,Rural,Intersex,4
county,11,,Isiolo,Urban,Female,"62,589"
county,11,,Isiolo,Urban,Male,"63,075"
county,11,,Isiolo,Urban,Intersex,5
county,34,,Kajiado,Rural,Male,"250,233"
county,34,,Kajiado,Rural,Female,"244,970"
county,34,,Kajiado,Rural,Intersex,15
county,34,,Kajiado,Urban,Male,"306,865"
county,34,,Kajiado,Urban,Female,"315,734"
county,34,,Kajiado,Urban,Intersex,23
county,37,,Kakamega,Rural,Intersex,31
county,37,,Kakamega,Rural,Male,"806,682"
county,37,,Kakamega,Rural,Female,"875,526"
county,37,,Kakamega,Urban,Intersex,9
county,37,,Kakamega,Urban,Male,"90,451"
county,37,,Kakamega,Urban,Female,"94,880"
country,KE,,Kenya,Rural,Intersex,841
country,KE,,Kenya,Rural,Female,"16,535,833"
country,KE,,Kenya,Rural,Male,"16,195,922"
country,KE,,Kenya,Urban,Intersex,683
country,KE,,Kenya,Urban,Female,"7,478,883"
country,KE,,Kenya,Urban,Male,"7,352,134"
county,35,,Kericho,Rural,Male,"402,717"
county,35,,Kericho,Rural,Female,"405,500"
county,35,,Kericho,Rural,Intersex,22
county,35,,Kericho,Urban,Male,"48,024"
county,35,,Kericho,Urban,Female,"45,508"
county,35,,Kericho,Urban,Intersex,6
county,22,,Kiambu,Rural,Female,"355,866"
county,22,,Kiambu,Rural,Male,"355,557"
county,22,,Kiambu,Rural,Intersex,27
county,22,,Kiambu,Urban,Female,"874,588"
county,22,,Kiambu,Urban,Male,"831,589"
county,22,,Kiambu,Urban,Intersex,108
county,3,,Kilifi,Rural,Male,"512,765"
county,3,,Kilifi,Rural,Female,"547,115"
county,3,,Kilifi,Rural,Intersex,19
county,3,,Kilifi,Urban,Male,"191,324"
county,3,,Kilifi,Urban,Female,"202,558"
county,3,,Kilifi,Urban,Intersex,6
county,20,,Kirinyaga,Rural,Male,"237,086"
county,20,,Kirinyaga,Rural,Intersex,18
county,20,,Kirinyaga,Rural,Female,"237,083"
county,20,,Kirinyaga,Urban,Male,"64,925"
county,20,,Kirinyaga,Urban,Intersex,13
county,20,,Kirinyaga,Urban,Female,"71,286"
county,45,,Kisii,Rural,Female,"583,560"
county,45,,Kisii,Rural,Male,"531,860"
county,45,,Kisii,Rural,Intersex,30
county,45,,Kisii,Urban,Female,"77,478"
county,45,,Kisii,Urban,Male,"73,924"
county,45,,Kisii,Urban,Intersex,8
county,42,,Kisumu,Rural,Intersex,8
county,42,,Kisumu,Rural,Male,"344,721"
county,42,,Kisumu,Rural,Female,"369,939"
county,42,,Kisumu,Urban,Intersex,15
county,42,,Kisumu,Urban,Male,"216,221"
county,42,,Kisumu,Urban,Female,"224,670"
county,15,,Kitui,Rural,Female,"559,193"
county,15,,Kitui,Rural,Male,"522,943"
county,15,,Kitui,Rural,Intersex,32
county,15,,Kitui,Urban,Female,"27,958"
county,15,,Kitui,Urban,Male,"26,060"
county,15,,Kitui,Urban,Intersex,1
county,2,,Kwale,Rural,Intersex,13
county,2,,Kwale,Rural,Female,"377,650"
county,2,,Kwale,Rural,Male,"362,726"
county,2,,Kwale,Urban,Intersex,5
county,2,,Kwale,Urban,Female,"64,031"
county,2,,Kwale,Urban,Male,"62,395"
county,31,,Laikipia,Rural,Intersex,14
county,31,,Laikipia,Rural,Female,"194,909"
county,31,,Laikipia,Rural,Male,"196,277"
county,31,,Laikipia,Urban,Intersex,4
county,31,,Laikipia,Urban,Female,"64,193"
county,31,,Laikipia,Urban,Male,"63,163"
county,5,,Lamu,Rural,Intersex,2
county,5,,Lamu,Rural,Female,"48,902"
county,5,,Lamu,Rural,Male,"56,570"
county,5,,Lamu,Urban,Intersex,2
county,5,,Lamu,Urban,Female,"18,911"
county,5,,Lamu,Urban,Male,"19,533"
county,16,,Machakos,Rural,Intersex,25
county,16,,Machakos,Rural,Female,"503,582"
county,16,,Machakos,Rural,Male,"504,247"
county,16,,Machakos,Urban,Intersex,9
county,16,,Machakos,Urban,Female,"207,609"
county,16,,Machakos,Urban,Male,"206,460"
county,17,,Makueni,Rural,Female,"460,075"
county,17,,Makueni,Rural,Intersex,20
county,17,,Makueni,Rural,Male,"450,482"
county,17,,Makueni,Urban,Female,"37,867"
county,17,,Makueni,Urban,Intersex,0
county,17,,Makueni,Urban,Male,"39,209"
county,9,,Mandera,Rural,Male,"299,428"
county,9,,Mandera,Rural,Intersex,27
county,9,,Mandera,Rural,Female,"297,535"
county,9,,Mandera,Urban,Male,"135,548"
county,9,,Mandera,Urban,Intersex,10
county,9,,Mandera,Urban,Female,"134,909"
county,10,,Marsabit,Rural,Male,"188,758"
county,10,,Marsabit,Rural,Female,"163,772"
county,10,,Marsabit,Rural,Intersex,16
county,10,,Marsabit,Urban,Male,"54,790"
county,10,,Marsabit,Urban,Female,"52,447"
county,10,,Marsabit,Urban,Intersex,2
county,12,,Meru,Rural,Female,"707,228"
county,12,,Meru,Rural,Male,"699,532"
county,12,,Meru,Rural,Intersex,36
county,12,,Meru,Urban,Female,"70,747"
county,12,,Meru,Urban,Male,"68,166"
county,12,,Meru,Urban,Intersex,5
county,44,,Migori,Rural,Male,"455,887"
county,44,,Migori,Rural,Female,"493,318"
county,44,,Migori,Rural,Intersex,31
county,44,,Migori,Urban,Male,"80,300"
county,44,,Migori,Urban,Female,"86,896"
county,44,,Migori,Urban,Intersex,4
county,1,,Mombasa,Rural,Female,0
county,1,,Mombasa,Rural,Intersex,0
county,1,,Mombasa,Rural,Male,0
county,1,,Mombasa,Urban,Female,"598,046"
