geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Expenditure to Exchequer Issues       ,Recurrent,88.5
county,42,,Kisumu,Absorption rate ,Development,9.9
county,42,,Kisumu,Expenditure to Exchequer Issues       ,Recurrent,43.7
county,42,,Kisumu,Absorption rate ,Development,1.8
