geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Budget Allocation,Development,301.15
county,42,,Kisumu,Budget Allocation,Recurrent,3106.18
county,42,,Kisumu,Exchequer Issues,Recurrent,1310.29
county,42,,Kisumu,Exchequer Issues,Development,0
county,42,,Kisumu,Expenditure,Recurrent,1626.31
county,42,,Kisumu,Expenditure,Development,1.85
county,47,,Nairobi,Budget Allocation,Recurrent,6719
county,47,,Nairobi,Budget Allocation,Development,658
county,47,,Nairobi,Exchequer Issues,Development,8
county,47,,Nairobi,Exchequer Issues,Recurrent,2190
county,47,,Nairobi,Expenditure,Development,8
county,47,,Nairobi,Expenditure,Recurrent,2190
