geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Youth training and legislation,Approved Budget,4.00
county,42,,Kisumu,Youth training and legislation,Actual Payments,0.73
county,42,,Kisumu,Youth training and legislation,Variance,3.27
