geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,1,,Mombasa,Governor’s Affairs & Advisory Services,Approved Budget,132.44
county,1,,Mombasa,Governor’s Affairs & Advisory Services,Actual Payments,37.75
county,1,,Mombasa,Governor’s Affairs & Advisory Services,Variance,94.69
county,1,,Mombasa,Deputy Governor’s Affairs & External Relations,Approved Budget,77.29
county,1,,Mombasa,Deputy Governor’s Affairs & External Relations,Actual Payments,10.18
county,1,,Mombasa,Deputy Governor’s Affairs & External Relations,Variance,67.10
county,1,,Mombasa,"Cabinet Affairs, Policy Research and Legal Services",Approved Budget,120.99
county,1,,Mombasa,"Cabinet Affairs, Policy Research and Legal Services",Actual Payments,1.78
county,1,,Mombasa,"Cabinet Affairs, Policy Research and Legal Services",Variance,119.21
county,1,,Mombasa,MV 2035 & E-Government,Approved Budget,25.95
county,1,,Mombasa,MV 2035 & E-Government,Actual Payments,0.00
county,1,,Mombasa,MV 2035 & E-Government,Variance,25.95
county,1,,Mombasa,Strategic Delivery Unit,Approved Budget,21.82
county,1,,Mombasa,Strategic Delivery Unit,Actual Payments,0.00
county,1,,Mombasa,Strategic Delivery Unit,Variance,21.82
