geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,47,,Nairobi,General Administration Planning and Support Services,Absorption,40.90
county,47,,Nairobi,Crop Development and Management,Absorption,7.90
county,47,,Nairobi,Fisheries Development and Management,Absorption,2.20
county,47,,Nairobi,Livestock Resources Management and Development,Absorption,0
county,47,,Nairobi,"Animal Health, Safety and Quality Assurance",Absorption,0
county,47,,Nairobi,Aforestation,Absorption,0
county,47,,Nairobi,Food Systems and Surveillance,Absorption,0
county,47,,Nairobi,Agricultural Development Support Project,Absorption,0
