geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,17,,Makueni,Leadership and coordination of departments.,Revised Budget Estimates,390.66
county,17,,Makueni,Leadership and coordination of departments.,Cumulative Expenditure,277.90
