geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,17,,Makueni,Budget Allocation,Recurrent,526.49
county,17,,Makueni,Budget Allocation,Development,399.2
county,17,,Makueni,Exchequer Issues,Recurrent,218.93
county,17,,Makueni,Exchequer Issues,Development,296.65
county,17,,Makueni,Expenditure,Recurrent,228.94
county,17,,Makueni,Expenditure,Development,2.75
