geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Legislation and oversight services,Approved Budget,136.44
county,42,,Kisumu,Legislation and oversight services,Actual Payments,64.70
county,42,,Kisumu,Legislation and oversight services,Variance,71.74
