geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,County planning & development coordination services,Approved Budget,33.50
county,42,,Kisumu,County planning & development coordination services,Actual Payments,4.60
county,42,,Kisumu,County planning & development coordination services,Variance,28.90
