geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Energy production,Approved Budget,105.01
county,42,,Kisumu,Energy production,Actual Payments,9.21
county,42,,Kisumu,Energy production,Variance,95.80
