geo_level,geo_code,geo_version,name,variable_1,variable_2,value
municipality,WC053,,Beaufort West,R 4801 - R 9600,Male,768
municipality,WC053,,Beaufort West,R 614401- R 1228800,Female,77
municipality,WC053,,Beaufort West,R 614401- R 1228800,Male,87
municipality,WC053,,Beaufort West,R 76801 - R 153600,Female,819
municipality,WC053,,Beaufort West,R 76801 - R 153600,Male,"1,243"
municipality,WC053,,Beaufort West,R 9601 - R 19200,Female,"1,548"
municipality,WC053,,Beaufort West,R 9601 - R 19200,Male,"2,858"
municipality,WC053,,Beaufort West,R2457601 or more,Female,23
municipality,WC053,,Beaufort West,R2457601 or more,Male,27
municipality,LIM366,,Bela-Bela,No income,Female,804
municipality,LIM366,,Bela-Bela,No income,Male,1632
municipality,LIM366,,Bela-Bela,R 1 - R 4800,Female,338
municipality,LIM366,,Bela-Bela,R 1 - R 4800,Male,243
municipality,LIM366,,Bela-Bela,R 1228801 - R 2457600,Female,11
municipality,LIM366,,Bela-Bela,R 1228801 - R 2457600,Male,36
municipality,LIM366,,Bela-Bela,R 153601 - R 307200,Female,317
municipality,LIM366,,Bela-Bela,R 153601 - R 307200,Male,815
municipality,LIM366,,Bela-Bela,R 19201 - R 38400,Female,1732
municipality,LIM366,,Bela-Bela,R 19201 - R 38400,Male,2897
municipality,LIM366,,Bela-Bela,R 307201 - R 614400,Female,115
municipality,LIM366,,Bela-Bela,R 307201 - R 614400,Male,371
municipality,LIM366,,Bela-Bela,R 38401 - R 76800,Female,1048
municipality,LIM366,,Bela-Bela,R 38401 - R 76800,Male,1867
municipality,LIM366,,Bela-Bela,R 4801 - R 9600,Female,583
municipality,LIM366,,Bela-Bela,R 4801 - R 9600,Male,488
municipality,LIM366,,Bela-Bela,R 614401- R 1228800,Female,30
municipality,LIM366,,Bela-Bela,R 614401- R 1228800,Male,106
municipality,LIM366,,Bela-Bela,R 76801 - R 153600,Female,607
municipality,LIM366,,Bela-Bela,R 76801 - R 153600,Male,1168
municipality,LIM366,,Bela-Bela,R 9601 - R 19200,Female,1486
municipality,LIM366,,Bela-Bela,R 9601 - R 19200,Male,2151
municipality,LIM366,,Bela-Bela,R2457601 or more,Female,10
municipality,LIM366,,Bela-Bela,R2457601 or more,Male,33
municipality,WC013,,Bergrivier,No income,Female,1571
municipality,WC013,,Bergrivier,No income,Male,526
municipality,WC013,,Bergrivier,R 1 - R 4800,Female,229
municipality,WC013,,Bergrivier,R 1 - R 4800,Male,110
municipality,WC013,,Bergrivier,R 1228801 - R 2457600,Female,62
municipality,WC013,,Bergrivier,R 1228801 - R 2457600,Male,9
municipality,WC013,,Bergrivier,R 153601 - R 307200,Female,1502
municipality,WC013,,Bergrivier,R 153601 - R 307200,Male,267
municipality,WC013,,Bergrivier,R 19201 - R 38400,Female,3753
municipality,WC013,,Bergrivier,R 19201 - R 38400,Male,1208
municipality,WC013,,Bergrivier,R 307201 - R 614400,Female,729
municipality,WC013,,Bergrivier,R 307201 - R 614400,Male,92
municipality,WC013,,Bergrivier,R 38401 - R 76800,Female,3761
municipality,WC013,,Bergrivier,R 38401 - R 76800,Male,1197
municipality,WC013,,Bergrivier,R 4801 - R 9600,Female,324
municipality,WC013,,Bergrivier,R 4801 - R 9600,Male,154
municipality,WC013,,Bergrivier,R 614401- R 1228800,Female,139
municipality,WC013,,Bergrivier,R 614401- R 1228800,Male,10
municipality,WC013,,Bergrivier,R 76801 - R 153600,Female,2350
municipality,WC013,,Bergrivier,R 76801 - R 153600,Male,688
municipality,WC013,,Bergrivier,R 9601 - R 19200,Female,2313
municipality,WC013,,Bergrivier,R 9601 - R 19200,Male,1010
municipality,WC013,,Bergrivier,R2457601 or more,Female,62
municipality,WC013,,Bergrivier,R2457601 or more,Male,10
municipality,KZN276,,Big Five Hlabisa,No income,Female,1722
municipality,KZN276,,Big Five Hlabisa,No income,Male,2853
municipality,KZN276,,Big Five Hlabisa,R 1 - R 4800,Female,562
municipality,KZN276,,Big Five Hlabisa,R 1 - R 4800,Male,1449
municipality,KZN276,,Big Five Hlabisa,R 1228801 - R 2457600,Female,10
municipality,KZN276,,Big Five Hlabisa,R 1228801 - R 2457600,Male,26
municipality,KZN276,,Big Five Hlabisa,R 153601 - R 307200,Female,379
municipality,KZN276,,Big Five Hlabisa,R 153601 - R 307200,Male,692
municipality,KZN276,,Big Five Hlabisa,R 19201 - R 38400,Female,2227
municipality,KZN276,,Big Five Hlabisa,R 19201 - R 38400,Male,5280
municipality,KZN276,,Big Five Hlabisa,R 307201 - R 614400,Female,170
municipality,KZN276,,Big Five Hlabisa,R 307201 - R 614400,Male,290
municipality,KZN276,,Big Five Hlabisa,R 38401 - R 76800,Female,1263
municipality,KZN276,,Big Five Hlabisa,R 38401 - R 76800,Male,2429
municipality,KZN276,,Big Five Hlabisa,R 4801 - R 9600,Female,852
municipality,KZN276,,Big Five Hlabisa,R 4801 - R 9600,Male,2596
municipality,KZN276,,Big Five Hlabisa,R 614401- R 1228800,Female,32
municipality,KZN276,,Big Five Hlabisa,R 614401- R 1228800,Male,51
municipality,KZN276,,Big Five Hlabisa,R 76801 - R 153600,Female,631
municipality,KZN276,,Big Five Hlabisa,R 76801 - R 153600,Male,1317
municipality,KZN276,,Big Five Hlabisa,R 9601 - R 19200,Female,1913
municipality,KZN276,,Big Five Hlabisa,R 9601 - R 19200,Male,5068
municipality,KZN276,,Big Five Hlabisa,R2457601 or more,Female,30
municipality,KZN276,,Big Five Hlabisa,R2457601 or more,Male,48
municipality,KZN276,,Big Five Hlabisa,Unspecified,Male,1
municipality,WC047,,Bitou,No income,Female,1042
municipality,WC047,,Bitou,No income,Male,2069
municipality,WC047,,Bitou,R 1 - R 4800,Female,363
municipality,WC047,,Bitou,R 1 - R 4800,Male,396
municipality,WC047,,Bitou,R 1228801 - R 2457600,Female,17
municipality,WC047,,Bitou,R 1228801 - R 2457600,Male,67
municipality,WC047,,Bitou,R 153601 - R 307200,Female,320
municipality,WC047,,Bitou,R 153601 - R 307200,Male,848
municipality,WC047,,Bitou,R 19201 - R 38400,Female,1151
municipality,WC047,,Bitou,R 19201 - R 38400,Male,2202
municipality,WC047,,Bitou,R 307201 - R 614400,Female,133
municipality,WC047,,Bitou,R 307201 - R 614400,Male,566
municipality,WC047,,Bitou,R 38401 - R 76800,Female,754
municipality,WC047,,Bitou,R 38401 - R 76800,Male,1627
municipality,WC047,,Bitou,R 4801 - R 9600,Female,404
municipality,WC047,,Bitou,R 4801 - R 9600,Male,549
municipality,WC047,,Bitou,R 614401- R 1228800,Female,44
municipality,WC047,,Bitou,R 614401- R 1228800,Male,224
municipality,WC047,,Bitou,R 76801 - R 153600,Female,507
municipality,WC047,,Bitou,R 76801 - R 153600,Male,1064
municipality,WC047,,Bitou,R 9601 - R 19200,Female,1081
municipality,WC047,,Bitou,R 9601 - R 19200,Male,1733
municipality,WC047,,Bitou,R2457601 or more,Female,11
municipality,WC047,,Bitou,R2457601 or more,Male,53
municipality,LIM351,,Blouberg,No income,Female,7105
municipality,LIM351,,Blouberg,No income,Male,2990
municipality,LIM351,,Blouberg,R 1 - R 4800,Female,2910
municipality,LIM351,,Blouberg,R 1 - R 4800,Male,1990
municipality,LIM351,,Blouberg,R 1228801 - R 2457600,Female,38
municipality,LIM351,,Blouberg,R 1228801 - R 2457600,Male,15
municipality,LIM351,,Blouberg,R 153601 - R 307200,Female,1163
municipality,LIM351,,Blouberg,R 153601 - R 307200,Male,428
municipality,LIM351,,Blouberg,R 19201 - R 38400,Female,10331
municipality,LIM351,,Blouberg,R 19201 - R 38400,Male,5698
municipality,LIM351,,Blouberg,R 307201 - R 614400,Female,377
municipality,LIM351,,Blouberg,R 307201 - R 614400,Male,102
municipality,LIM351,,Blouberg,R 38401 - R 76800,Female,3103
municipality,LIM351,,Blouberg,R 38401 - R 76800,Male,1255
municipality,LIM351,,Blouberg,R 4801 - R 9600,Female,6032
municipality,LIM351,,Blouberg,R 4801 - R 9600,Male,4324
municipality,LIM351,,Blouberg,R 614401- R 1228800,Female,65
municipality,LIM351,,Blouberg,R 614401- R 1228800,Male,12
municipality,LIM351,,Blouberg,R 76801 - R 153600,Female,1717
municipality,LIM351,,Blouberg,R 76801 - R 153600,Male,676
municipality,LIM351,,Blouberg,R 9601 - R 19200,Female,12333
municipality,LIM351,,Blouberg,R 9601 - R 19200,Male,7820
municipality,LIM351,,Blouberg,R2457601 or more,Female,31
municipality,LIM351,,Blouberg,R2457601 or more,Male,8
municipality,EC102,,Blue Crane Route,No income,Female,805
municipality,EC102,,Blue Crane Route,No income,Male,1257
municipality,EC102,,Blue Crane Route,R 1 - R 4800,Female,204
municipality,EC102,,Blue Crane Route,R 1 - R 4800,Male,464
municipality,EC102,,Blue Crane Route,R 1228801 - R 2457600,Female,17
municipality,EC102,,Blue Crane Route,R 1228801 - R 2457600,Male,24
municipality,EC102,,Blue Crane Route,R 153601 - R 307200,Female,368
municipality,EC102,,Blue Crane Route,R 153601 - R 307200,Male,487
municipality,EC102,,Blue Crane Route,R 19201 - R 38400,Female,1454
municipality,EC102,,Blue Crane Route,R 19201 - R 38400,Male,2378
municipality,EC102,,Blue Crane Route,R 307201 - R 614400,Female,187
municipality,EC102,,Blue Crane Route,R 307201 - R 614400,Male,216
municipality,EC102,,Blue Crane Route,R 38401 - R 76800,Female,836
municipality,EC102,,Blue Crane Route,R 38401 - R 76800,Male,1210
municipality,EC102,,Blue Crane Route,R 4801 - R 9600,Female,318
municipality,EC102,,Blue Crane Route,R 4801 - R 9600,Male,720
municipality,EC102,,Blue Crane Route,R 614401- R 1228800,Female,40
municipality,EC102,,Blue Crane Route,R 614401- R 1228800,Male,47
municipality,EC102,,Blue Crane Route,R 76801 - R 153600,Female,472
municipality,EC102,,Blue Crane Route,R 76801 - R 153600,Male,709
municipality,EC102,,Blue Crane Route,R 9601 - R 19200,Female,1370
municipality,EC102,,Blue Crane Route,R 9601 - R 19200,Male,2454
municipality,EC102,,Blue Crane Route,R2457601 or more,Female,12
municipality,EC102,,Blue Crane Route,R2457601 or more,Male,17
municipality,WC025,,Breede Valley,No income,Female,1907
municipality,WC025,,Breede Valley,No income,Male,3373
municipality,WC025,,Breede Valley,R 1 - R 4800,Female,405
municipality,WC025,,Breede Valley,R 1 - R 4800,Male,360
municipality,WC025,,Breede Valley,R 1228801 - R 2457600,Female,25
municipality,WC025,,Breede Valley,R 1228801 - R 2457600,Male,84
municipality,WC025,,Breede Valley,R 153601 - R 307200,Female,902
municipality,WC025,,Breede Valley,R 153601 - R 307200,Male,2740
municipality,WC025,,Breede Valley,R 19201 - R 38400,Female,3205
municipality,WC025,,Breede Valley,R 19201 - R 38400,Male,6375
municipality,WC025,,Breede Valley,R 307201 - R 614400,Female,289
municipality,WC025,,Breede Valley,R 307201 - R 614400,Male,1713
municipality,WC025,,Breede Valley,R 38401 - R 76800,Female,2911
municipality,WC025,,Breede Valley,R 38401 - R 76800,Male,5229
municipality,WC025,,Breede Valley,R 4801 - R 9600,Female,644
municipality,WC025,,Breede Valley,R 4801 - R 9600,Male,622
municipality,WC025,,Breede Valley,R 614401- R 1228800,Female,57
municipality,WC025,,Breede Valley,R 614401- R 1228800,Male,377
municipality,WC025,,Breede Valley,R 76801 - R 153600,Female,1787
municipality,WC025,,Breede Valley,R 76801 - R 153600,Male,3606
municipality,WC025,,Breede Valley,R 9601 - R 19200,Female,3052
municipality,WC025,,Breede Valley,R 9601 - R 19200,Male,3384
municipality,WC025,,Breede Valley,R2457601 or more,Female,9
municipality,WC025,,Breede Valley,R2457601 or more,Male,86
municipality,BUF,,Buffalo City,No income,Female,41909
municipality,BUF,,Buffalo City,No income,Male,15522
municipality,BUF,,Buffalo City,R 1 - R 4800,Female,12826
municipality,BUF,,Buffalo City,R 1 - R 4800,Male,7607
municipality,BUF,,Buffalo City,R 1228801 - R 2457600,Female,946
municipality,BUF,,Buffalo City,R 1228801 - R 2457600,Male,251
municipality,BUF,,Buffalo City,R 153601 - R 307200,Female,18133
municipality,BUF,,Buffalo City,R 153601 - R 307200,Male,6911
municipality,BUF,,Buffalo City,R 19201 - R 38400,Female,41125
municipality,BUF,,Buffalo City,R 19201 - R 38400,Male,19801
municipality,BUF,,Buffalo City,R 307201 - R 614400,Female,11225
municipality,BUF,,Buffalo City,R 307201 - R 614400,Male,2760
municipality,BUF,,Buffalo City,R 38401 - R 76800,Female,26227
municipality,BUF,,Buffalo City,R 38401 - R 76800,Male,11633
municipality,BUF,,Buffalo City,R 4801 - R 9600,Female,17142
municipality,BUF,,Buffalo City,R 4801 - R 9600,Male,9954
municipality,BUF,,Buffalo City,R 614401- R 1228800,Female,3500
municipality,BUF,,Buffalo City,R 614401- R 1228800,Male,684
municipality,BUF,,Buffalo City,R 76801 - R 153600,Female,20646
municipality,BUF,,Buffalo City,R 76801 - R 153600,Male,9079
municipality,BUF,,Buffalo City,R 9601 - R 19200,Female,45283
municipality,BUF,,Buffalo City,R 9601 - R 19200,Male,25641
municipality,BUF,,Buffalo City,R2457601 or more,Female,682
municipality,BUF,,Buffalo City,R2457601 or more,Male,187
municipality,BUF,,Buffalo City,Unspecified,Female,9
municipality,BUF,,Buffalo City,Unspecified,Male,9
municipality,MP325,,Bushbuckridge,No income,Female,13805
municipality,MP325,,Bushbuckridge,No income,Male,22969
municipality,MP325,,Bushbuckridge,R 1 - R 4800,Female,4610
municipality,MP325,,Bushbuckridge,R 1 - R 4800,Male,12086
municipality,MP325,,Bushbuckridge,R 1228801 - R 2457600,Female,59
municipality,MP325,,Bushbuckridge,R 1228801 - R 2457600,Male,108
municipality,MP325,,Bushbuckridge,R 153601 - R 307200,Female,2511
municipality,MP325,,Bushbuckridge,R 153601 - R 307200,Male,4007
municipality,MP325,,Bushbuckridge,R 19201 - R 38400,Female,12524
municipality,MP325,,Bushbuckridge,R 19201 - R 38400,Male,26049
municipality,MP325,,Bushbuckridge,R 307201 - R 614400,Female,1140
municipality,MP325,,Bushbuckridge,R 307201 - R 614400,Male,1509
municipality,MP325,,Bushbuckridge,R 38401 - R 76800,Female,6476
municipality,MP325,,Bushbuckridge,R 38401 - R 76800,Male,11112
municipality,MP325,,Bushbuckridge,R 4801 - R 9600,Female,6647
municipality,MP325,,Bushbuckridge,R 4801 - R 9600,Male,20180
municipality,MP325,,Bushbuckridge,R 614401- R 1228800,Female,200
municipality,MP325,,Bushbuckridge,R 614401- R 1228800,Male,243
municipality,MP325,,Bushbuckridge,R 76801 - R 153600,Female,3797
municipality,MP325,,Bushbuckridge,R 76801 - R 153600,Male,6661
municipality,MP325,,Bushbuckridge,R 9601 - R 19200,Female,11456
municipality,MP325,,Bushbuckridge,R 9601 - R 19200,Male,29992
municipality,MP325,,Bushbuckridge,R2457601 or more,Female,55
municipality,MP325,,Bushbuckridge,R2457601 or more,Male,85
municipality,MP325,,Bushbuckridge,Unspecified,Female,1
municipality,WC033,,Cape Agulhas,No income,Female,321
municipality,WC033,,Cape Agulhas,No income,Male,689
municipality,WC033,,Cape Agulhas,R 1 - R 4800,Female,58
municipality,WC033,,Cape Agulhas,R 1 - R 4800,Male,84
municipality,WC033,,Cape Agulhas,R 1228801 - R 2457600,Female,7
municipality,WC033,,Cape Agulhas,R 1228801 - R 2457600,Male,28
municipality,WC033,,Cape Agulhas,R 153601 - R 307200,Female,192
municipality,WC033,,Cape Agulhas,R 153601 - R 307200,Male,898
municipality,WC033,,Cape Agulhas,R 19201 - R 38400,Female,773
municipality,WC033,,Cape Agulhas,R 19201 - R 38400,Male,1576
municipality,WC033,,Cape Agulhas,R 307201 - R 614400,Female,59
municipality,WC033,,Cape Agulhas,R 307201 - R 614400,Male,429
municipality,WC033,,Cape Agulhas,R 38401 - R 76800,Female,677
municipality,WC033,,Cape Agulhas,R 38401 - R 76800,Male,1360
municipality,WC033,,Cape Agulhas,R 4801 - R 9600,Female,110
municipality,WC033,,Cape Agulhas,R 4801 - R 9600,Male,152
municipality,WC033,,Cape Agulhas,R 614401- R 1228800,Female,14
municipality,WC033,,Cape Agulhas,R 614401- R 1228800,Male,105
municipality,WC033,,Cape Agulhas,R 76801 - R 153600,Female,449
municipality,WC033,,Cape Agulhas,R 76801 - R 153600,Male,1005
municipality,WC033,,Cape Agulhas,R 9601 - R 19200,Female,654
municipality,WC033,,Cape Agulhas,R 9601 - R 19200,Male,661
municipality,WC033,,Cape Agulhas,R2457601 or more,Female,5
municipality,WC033,,Cape Agulhas,R2457601 or more,Male,14
municipality,WC033,,Cape Agulhas,Unspecified,Female,2
municipality,WC033,,Cape Agulhas,Unspecified,Male,1
municipality,WC012,,Cederberg,No income,Female,1318
municipality,WC012,,Cederberg,No income,Male,460
municipality,WC012,,Cederberg,R 1 - R 4800,Female,259
municipality,WC012,,Cederberg,R 1 - R 4800,Male,115
municipality,WC012,,Cederberg,R 1228801 - R 2457600,Female,35
municipality,WC012,,Cederberg,R 1228801 - R 2457600,Male,4
municipality,WC012,,Cederberg,R 153601 - R 307200,Female,871
municipality,WC012,,Cederberg,R 153601 - R 307200,Male,206
municipality,WC012,,Cederberg,R 19201 - R 38400,Female,3485
municipality,WC012,,Cederberg,R 19201 - R 38400,Male,1072
municipality,WC012,,Cederberg,R 307201 - R 614400,Female,409
municipality,WC012,,Cederberg,R 307201 - R 614400,Male,70
municipality,WC012,,Cederberg,R 38401 - R 76800,Female,2873
municipality,WC012,,Cederberg,R 38401 - R 76800,Male,886
municipality,WC012,,Cederberg,R 4801 - R 9600,Female,442
municipality,WC012,,Cederberg,R 4801 - R 9600,Male,181
municipality,WC012,,Cederberg,R 614401- R 1228800,Female,103
municipality,WC012,,Cederberg,R 614401- R 1228800,Male,18
municipality,WC012,,Cederberg,R 76801 - R 153600,Female,1450
municipality,WC012,,Cederberg,R 76801 - R 153600,Male,455
municipality,WC012,,Cederberg,R 9601 - R 19200,Female,2448
municipality,WC012,,Cederberg,R 9601 - R 19200,Male,925
municipality,WC012,,Cederberg,R2457601 or more,Female,26
municipality,WC012,,Cederberg,R2457601 or more,Male,5
municipality,MP301,,Chief Albert Luthuli,No income,Female,4596
municipality,MP301,,Chief Albert Luthuli,No income,Male,7319
municipality,MP301,,Chief Albert Luthuli,R 1 - R 4800,Female,1356
municipality,MP301,,Chief Albert Luthuli,R 1 - R 4800,Male,3427
municipality,MP301,,Chief Albert Luthuli,R 1228801 - R 2457600,Female,53
municipality,MP301,,Chief Albert Luthuli,R 1228801 - R 2457600,Male,83
