geo_level,geo_code,geo_version,name,variable_1,variable_2,value
municipality,NC084,,!Kheis,No income,Female,85
municipality,NC084,,!Kheis,No income,Male,247
municipality,NC084,,!Kheis,R 1 - R 4800,Female,74
municipality,NC084,,!Kheis,R 1 - R 4800,Male,65
municipality,NC084,,!Kheis,R 1228801 - R 2457600,Male,12
municipality,NC084,,!Kheis,R 153601 - R 307200,Female,41
municipality,NC084,,!Kheis,R 153601 - R 307200,Male,150
municipality,NC084,,!Kheis,R 19201 - R 38400,Female,417
municipality,NC084,,!Kheis,R 19201 - R 38400,Male,764
municipality,NC084,,!Kheis,R 307201 - R 614400,Female,13
municipality,NC084,,!Kheis,R 307201 - R 614400,Male,82
municipality,NC084,,!Kheis,R 38401 - R 76800,Female,212
municipality,NC084,,!Kheis,R 38401 - R 76800,Male,460
municipality,NC084,,!Kheis,R 4801 - R 9600,Female,134
municipality,NC084,,!Kheis,R 4801 - R 9600,Male,163
municipality,NC084,,!Kheis,R 614401- R 1228800,Female,2
municipality,NC084,,!Kheis,R 614401- R 1228800,Male,27
municipality,NC084,,!Kheis,R 76801 - R 153600,Female,94
municipality,NC084,,!Kheis,R 76801 - R 153600,Male,209
municipality,NC084,,!Kheis,R 9601 - R 19200,Female,335
municipality,NC084,,!Kheis,R 9601 - R 19200,Male,599
municipality,NC084,,!Kheis,R2457601 or more,Male,14
municipality,NC084,,!Kheis,Unspecified,Female,1
municipality,KZN263,,Abaqulusi,No income,Female,6786
municipality,KZN263,,Abaqulusi,No income,Male,"2,435"
municipality,KZN263,,Abaqulusi,R 1 - R 4800,Female,"2,363"
municipality,KZN263,,Abaqulusi,R 1 - R 4800,Male,"1,417"
municipality,KZN263,,Abaqulusi,R 1228801 - R 2457600,Female,70
municipality,KZN263,,Abaqulusi,R 1228801 - R 2457600,Male,25
municipality,KZN263,,Abaqulusi,R 153601 - R 307200,Female,"2,206"
municipality,KZN263,,Abaqulusi,R 153601 - R 307200,Male,837
municipality,KZN263,,Abaqulusi,R 19201 - R 38400,Female,9538
municipality,KZN263,,Abaqulusi,R 19201 - R 38400,Male,5059
municipality,KZN263,,Abaqulusi,R 307201 - R 614400,Female,1151
municipality,KZN263,,Abaqulusi,R 307201 - R 614400,Male,299
municipality,KZN263,,Abaqulusi,R 38401 - R 76800,Female,4918
municipality,KZN263,,Abaqulusi,R 38401 - R 76800,Male,2151
municipality,KZN263,,Abaqulusi,R 4801 - R 9600,Female,4503
municipality,KZN263,,Abaqulusi,R 4801 - R 9600,Male,2837
municipality,KZN263,,Abaqulusi,R 614401- R 1228800,Female,247
municipality,KZN263,,Abaqulusi,R 614401- R 1228800,Male,51
municipality,KZN263,,Abaqulusi,R 76801 - R 153600,Female,3263
municipality,KZN263,,Abaqulusi,R 76801 - R 153600,Male,1379
municipality,KZN263,,Abaqulusi,R 9601 - R 19200,Female,10534
municipality,KZN263,,Abaqulusi,R 9601 - R 19200,Male,6260
municipality,KZN263,,Abaqulusi,R2457601 or more,Female,84
municipality,KZN263,,Abaqulusi,R2457601 or more,Male,27
municipality,KZN263,,Abaqulusi,Unspecified,Female,1
municipality,KZN263,,Abaqulusi,Unspecified,Male,1
municipality,KZN238,,Alfred Duma,No income,Female,7583
municipality,KZN238,,Alfred Duma,No income,Male,11881
municipality,KZN238,,Alfred Duma,R 1 - R 4800,Female,"1,582"
municipality,KZN238,,Alfred Duma,R 1 - R 4800,Male,"4,411"
municipality,KZN238,,Alfred Duma,R 1228801 - R 2457600,Female,80
municipality,KZN238,,Alfred Duma,R 1228801 - R 2457600,Male,119
municipality,KZN238,,Alfred Duma,R 153601 - R 307200,Female,"2,491"
municipality,KZN238,,Alfred Duma,R 153601 - R 307200,Male,"3,815"
municipality,KZN238,,Alfred Duma,R 19201 - R 38400,Female,6923
municipality,KZN238,,Alfred Duma,R 19201 - R 38400,Male,16553
municipality,KZN238,,Alfred Duma,R 307201 - R 614400,Female,"1,454"
municipality,KZN238,,Alfred Duma,R 307201 - R 614400,Male,2000
municipality,KZN238,,Alfred Duma,R 38401 - R 76800,Female,4791
municipality,KZN238,,Alfred Duma,R 38401 - R 76800,Male,"8,697"
municipality,KZN238,,Alfred Duma,R 4801 - R 9600,Female,"2,732"
municipality,KZN238,,Alfred Duma,R 4801 - R 9600,Male,"8,249"
municipality,KZN238,,Alfred Duma,R 614401- R 1228800,Female,307
municipality,KZN238,,Alfred Duma,R 614401- R 1228800,Male,388
municipality,KZN238,,Alfred Duma,R 76801 - R 153600,Female,"3,261"
municipality,KZN238,,Alfred Duma,R 76801 - R 153600,Male,"5,624"
municipality,KZN238,,Alfred Duma,R 9601 - R 19200,Female,"6,006"
municipality,KZN238,,Alfred Duma,R 9601 - R 19200,Male,"17,104"
municipality,KZN238,,Alfred Duma,R2457601 or more,Female,96
municipality,KZN238,,Alfred Duma,R2457601 or more,Male,153
municipality,KZN238,,Alfred Duma,Unspecified,Female,1
municipality,EC124,,Amahlathi,No income,Female,"1,222"
municipality,EC124,,Amahlathi,No income,Male,"2,917"
municipality,EC124,,Amahlathi,R 1 - R 4800,Female,"1,008"
municipality,EC124,,Amahlathi,R 1 - R 4800,Male,664
municipality,EC124,,Amahlathi,R 1228801 - R 2457600,Female,12
municipality,EC124,,Amahlathi,R 1228801 - R 2457600,Male,25
municipality,EC124,,Amahlathi,R 153601 - R 307200,Female,267
municipality,EC124,,Amahlathi,R 153601 - R 307200,Male,484
municipality,EC124,,Amahlathi,R 19201 - R 38400,Female,3644
municipality,EC124,,Amahlathi,R 19201 - R 38400,Male,3420
municipality,EC124,,Amahlathi,R 307201 - R 614400,Female,90
municipality,EC124,,Amahlathi,R 307201 - R 614400,Male,269
municipality,EC124,,Amahlathi,R 38401 - R 76800,Female,1181
municipality,EC124,,Amahlathi,R 38401 - R 76800,Male,1532
municipality,EC124,,Amahlathi,R 4801 - R 9600,Female,1629
municipality,EC124,,Amahlathi,R 4801 - R 9600,Male,988
municipality,EC124,,Amahlathi,R 614401- R 1228800,Female,17
municipality,EC124,,Amahlathi,R 614401- R 1228800,Male,47
municipality,EC124,,Amahlathi,R 76801 - R 153600,Female,566
municipality,EC124,,Amahlathi,R 76801 - R 153600,Male,776
municipality,EC124,,Amahlathi,R 9601 - R 19200,Female,4081
municipality,EC124,,Amahlathi,R 9601 - R 19200,Male,"3,710"
municipality,EC124,,Amahlathi,R2457601 or more,Female,7
municipality,EC124,,Amahlathi,R2457601 or more,Male,18
municipality,LIM334,,Ba-Phalaborwa,No income,Female,"5,213"
municipality,LIM334,,Ba-Phalaborwa,No income,Male,"1,855"
municipality,LIM334,,Ba-Phalaborwa,R 1 - R 4800,Female,"2,279"
municipality,LIM334,,Ba-Phalaborwa,R 1 - R 4800,Male,"1,245"
municipality,LIM334,,Ba-Phalaborwa,R 1228801 - R 2457600,Female,74
municipality,LIM334,,Ba-Phalaborwa,R 1228801 - R 2457600,Male,10
municipality,LIM334,,Ba-Phalaborwa,R 153601 - R 307200,Female,"2,942"
municipality,LIM334,,Ba-Phalaborwa,R 153601 - R 307200,Male,632
municipality,LIM334,,Ba-Phalaborwa,R 19201 - R 38400,Female,"7,818"
municipality,LIM334,,Ba-Phalaborwa,R 19201 - R 38400,Male,"3,237"
municipality,LIM334,,Ba-Phalaborwa,R 307201 - R 614400,Female,1514
municipality,LIM334,,Ba-Phalaborwa,R 307201 - R 614400,Male,204
municipality,LIM334,,Ba-Phalaborwa,R 38401 - R 76800,Female,"4,923"
municipality,LIM334,,Ba-Phalaborwa,R 38401 - R 76800,Male,"1,468"
municipality,LIM334,,Ba-Phalaborwa,R 4801 - R 9600,Female,"4,401"
municipality,LIM334,,Ba-Phalaborwa,R 4801 - R 9600,Male,"2,610"
municipality,LIM334,,Ba-Phalaborwa,R 614401- R 1228800,Female,316
municipality,LIM334,,Ba-Phalaborwa,R 614401- R 1228800,Male,31
municipality,LIM334,,Ba-Phalaborwa,R 76801 - R 153600,Female,4151
municipality,LIM334,,Ba-Phalaborwa,R 76801 - R 153600,Male,1082
municipality,LIM334,,Ba-Phalaborwa,R 9601 - R 19200,Female,7711
municipality,LIM334,,Ba-Phalaborwa,R 9601 - R 19200,Male,"3,969"
municipality,LIM334,,Ba-Phalaborwa,R2457601 or more,Female,75
municipality,LIM334,,Ba-Phalaborwa,R2457601 or more,Male,15
municipality,WC053,,Beaufort West,No income,Female,904
municipality,WC053,,Beaufort West,No income,Male,1304
municipality,WC053,,Beaufort West,R 1 - R 4800,Female,205
municipality,WC053,,Beaufort West,R 1 - R 4800,Male,433
municipality,WC053,,Beaufort West,R 1228801 - R 2457600,Female,25
municipality,WC053,,Beaufort West,R 1228801 - R 2457600,Male,32
municipality,WC053,,Beaufort West,R 153601 - R 307200,Female,701
municipality,WC053,,Beaufort West,R 153601 - R 307200,Male,904
municipality,WC053,,Beaufort West,R 19201 - R 38400,Female,"1,926"
municipality,WC053,,Beaufort West,R 19201 - R 38400,Male,"3,139"
municipality,WC053,,Beaufort West,R 307201 - R 614400,Female,353
municipality,WC053,,Beaufort West,R 307201 - R 614400,Male,421
municipality,WC053,,Beaufort West,R 38401 - R 76800,Female,1304
municipality,WC053,,Beaufort West,R 38401 - R 76800,Male,"2,014"
municipality,WC053,,Beaufort West,R 4801 - R 9600,Female,365
