geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,17,,Makueni,Expenditure to Exchequer Issues,Recurrent,91.1
county,17,,Makueni,Absorption rate,Development,81.8
county,17,,Makueni,Expenditure to Exchequer Issues,Recurrent,52.7
county,17,,Makueni,Absorption rate,Development,10.9
