geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Youth polytechnics,Approved Budget,7.02
county,42,,Kisumu,Youth polytechnics,Actual Payments,1.69
county,42,,Kisumu,Youth polytechnics,Variance,5.33
