geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Expenditure to Exchequer Issues       ,Recurrent,97.7
county,42,,Kisumu,Absorption rate ,Development,0
county,42,,Kisumu,Expenditure to Exchequer Issues       ,Recurrent,42.7
county,42,,Kisumu,Absorption rate ,Development,0
