geo_level,geo_code,parent_level,parent_code,version,name,long_name,square_kms
level2,NG_2_033006,level1,NG_1_033,2009,Asari-Toru,Asari-Toru,
level2,NG_2_008002,level1,NG_1_008,2009,Askira/Uba,Askira/Uba,
level2,NG_2_030003,level1,NG_1_030,2009,Atakumosa East,Atakumosa East,
level2,NG_2_030004,level1,NG_1_030,2009,Atakumosa West,Atakumosa West,
level2,NG_2_031003,level1,NG_1_031,2009,Atiba,Atiba,
level2,NG_2_031004,level1,NG_1_031,2009,Atigbo,Atigbo,
level2,NG_2_022004,level1,NG_1_022,2009,Augie,Augie,
level2,NG_2_018001,level1,NG_1_018,2009,Auyo,Auyo,
level2,NG_2_026002,level1,NG_1_026,2009,Awe,Awe,
level2,NG_2_014002,level1,NG_1_014,2009,Awgu,Awgu,
level2,NG_2_004005,level1,NG_1_004,2009,Awka North,Awka North,
level2,NG_2_004006,level1,NG_1_004,2009,Awka South,Awka South,
level2,NG_2_004007,level1,NG_1_004,2009,Ayamelum,Ayamelum,
level2,NG_2_018002,level1,NG_1_018,2009,Babura,Babura,
level2,NG_2_025006,level1,NG_1_025,2009,Badagry,Badagry,
level2,NG_2_036001,level1,NG_1_036,2009,Bade,Bade,
level2,NG_2_022005,level1,NG_1_022,2009,Bagudo,Bagudo,
level2,NG_2_020003,level1,NG_1_020,2009,Bagwai,Bagwai,
level2,NG_2_009005,level1,NG_1_009,2009,Bakassi,Bakassi,
level2,NG_2_021001,level1,NG_1_021,2009,Bakori,Bakori,
level2,NG_2_037002,level1,NG_1_037,2009,Bakura,Bakura,
level2,NG_2_016002,level1,NG_1_016,2009,Balanga,Balanga,
level2,NG_2_035002,level1,NG_1_035,2009,Bali,Bali,
level2,NG_2_008003,level1,NG_1_008,2009,Bama,Bama,
level2,NG_2_032001,level1,NG_1_032,2009,Barikin Ladi,Barikin Ladi,
level2,NG_2_024002,level1,NG_1_024,2009,Baruten,Baruten,
level2,NG_2_023004,level1,NG_1_023,2009,Bassa,Bassa,
level2,NG_2_032002,level1,NG_1_032,2009,Bassa,Bassa,
level2,NG_2_021002,level1,NG_1_021,2009,Batagarawa,Batagarawa,
level2,NG_2_021003,level1,NG_1_021,2009,Batsari,Batsari,
level2,NG_2_005002,level1,NG_1_005,2009,Bauchi,Bauchi,
level2,NG_2_021004,level1,NG_1_021,2009,Baure,Baure,
level2,NG_2_008004,level1,NG_1_008,2009,Bayo,Bayo,
level2,NG_2_020004,level1,NG_1_020,2009,Bebeji,Bebeji,
level2,NG_2_009006,level1,NG_1_009,2009,Bekwara,Bekwara,
level2,NG_2_001004,level1,NG_1_001,2009,Bende,Bende,
level2,NG_2_009007,level1,NG_1_009,2009,Biase,Biase,
level2,NG_2_020005,level1,NG_1_020,2009,Bichi,Bichi,
level2,NG_2_027003,level1,NG_1_027,2009,Bida,Bida,
level2,NG_2_016003,level1,NG_1_016,2009,Billiri,Billiri,
level2,NG_2_021005,level1,NG_1_021,2009,Bindawa,Bindawa,
level2,NG_2_034001,level1,NG_1_034,2009,Binji,Binji,
level2,NG_2_018003,level1,NG_1_018,2009,Biriniwa,Biriniwa,
level2,NG_2_018004,level1,NG_1_018,2009,Birni Kudu,Birni Kudu,
level2,NG_2_019001,level1,NG_1_019,2009,Birnin-Gwari,Birnin-Gwari,
level2,NG_2_022006,level1,NG_1_022,2009,Birnin Kebbi,Birnin Kebbi,
level2,NG_2_037003,level1,NG_1_037,2009,Birnin Magaji,Birnin Magaji,
level2,NG_2_008005,level1,NG_1_008,2009,Biu,Biu,
level2,NG_2_034002,level1,NG_1_034,2009,Bodinga,Bodinga,
level2,NG_2_005003,level1,NG_1_005,2009,Bogoro,Bogoro,
level2,NG_2_009008,level1,NG_1_009,2009,Boki,Boki,
level2,NG_2_032003,level1,NG_1_032,2009,Bokkos,Bokkos,
level2,NG_2_030005,level1,NG_1_030,2009,Boluwaduro,Boluwaduro,
level2,NG_2_010003,level1,NG_1_010,2009,Bomadi,Bomadi,
level2,NG_2_033007,level1,NG_1_033,2009,Bonny,Bonny,
level2,NG_2_027004,level1,NG_1_027,2009,Borgu,Borgu,
level2,NG_2_030006,level1,NG_1_030,2009,Boripe,Boripe,
level2,NG_2_027005,level1,NG_1_027,2009,Bosso,Bosso,
level2,NG_2_006001,level1,NG_1_006,2009,Brass,Brass,
level2,NG_2_018005,level1,NG_1_018,2009,Buji,Buji,
level2,NG_2_037004,level1,NG_1_037,2009,Bukkuyum,Bukkuyum,
level2,NG_2_037005,level1,NG_1_037,2009,Bungudu,Bungudu,
level2,NG_2_020006,level1,NG_1_020,2009,Bunkure,Bunkure,
level2,NG_2_022007,level1,NG_1_022,2009,Bunza,Bunza,
level2,NG_2_036002,level1,NG_1_036,2009,Bursari,Bursari,
level2,NG_2_007004,level1,NG_1_007,2009,Buruku,Buruku,
level2,NG_2_010004,level1,NG_1_010,2009,Burutu,Burutu,
level2,NG_2_015003,level1,NG_1_015,2009,Bwari,Bwari,
level2,NG_2_009010,level1,NG_1_009,2009,Calabar-Municipal,Calabar-Municipal,
level2,NG_2_009009,level1,NG_1_009,2009,Calabar South,Calabar South,
level2,NG_2_027006,level1,NG_1_027,2009,Chanchaga,Chanchaga,
level2,NG_2_021006,level1,NG_1_021,2009,Charanchi,Charanchi,
level2,NG_2_008006,level1,NG_1_008,2009,Chibok,Chibok,
level2,NG_2_019002,level1,NG_1_019,2009,Chikun,Chikun,
level2,NG_2_020007,level1,NG_1_020,2009,Dala,Dala,
level2,NG_2_036003,level1,NG_1_036,2009,Damaturu,Damaturu,
level2,NG_2_005004,level1,NG_1_005,2009,Damban,Damban,
level2,NG_2_020008,level1,NG_1_020,2009,Dambatta,Dambatta,
level2,NG_2_008007,level1,NG_1_008,2009,Damboa,Damboa,
level2,NG_2_021007,level1,NG_1_021,2009,Dan Musa,Dan Musa,
level2,NG_2_022008,level1,NG_1_022,2009,Dandi,Dandi,
level2,NG_2_021008,level1,NG_1_021,2009,Dandume,Dandume,
level2,NG_2_034003,level1,NG_1_034,2009,Dange-Shuni,Dange-Shuni,
level2,NG_2_021009,level1,NG_1_021,2009,Danja,Danja,
level2,NG_2_005005,level1,NG_1_005,2009,Darazo,Darazo,
level2,NG_2_005006,level1,NG_1_005,2009,Dass,Dass,
level2,NG_2_021010,level1,NG_1_021,2009,Daura,Daura,
level2,NG_2_020009,level1,NG_1_020,2009,Dawakin Kudu,Dawakin Kudu,
level2,NG_2_020010,level1,NG_1_020,2009,Dawakin Tofa,Dawakin Tofa,
level2,NG_2_033008,level1,NG_1_033,2009,Degema,Degema,
level2,NG_2_023005,level1,NG_1_023,2009,Dekina,Dekina,
level2,NG_2_002001,level1,NG_1_002,2009,Demsa,Demsa,
level2,NG_2_008008,level1,NG_1_008,2009,Dikwa,Dikwa,
level2,NG_2_020011,level1,NG_1_020,2009,Doguwa,Doguwa,
level2,NG_2_026003,level1,NG_1_026,2009,Doma,Doma,
level2,NG_2_035003,level1,NG_1_035,2009,Donga,Donga,
level2,NG_2_016004,level1,NG_1_016,2009,Dukku,Dukku,
level2,NG_2_004008,level1,NG_1_004,2009,Dunukofia,Dunukofia,
level2,NG_2_018006,level1,NG_1_018,2009,Dutse,Dutse,
level2,NG_2_021011,level1,NG_1_021,2009,Dutsi,Dutsi,
level2,NG_2_021012,level1,NG_1_021,2009,Dutsin-Ma,Dutsin-Ma,
level2,NG_2_003002,level1,NG_1_003,2009,Eastern Obolo,Eastern Obolo,
level2,NG_2_011004,level1,NG_1_011,2009,Ebonyi,Ebonyi,
level2,NG_2_027007,level1,NG_1_027,2009,Edati,Edati,
level2,NG_2_030007,level1,NG_1_030,2009,Ede North,Ede North,
level2,NG_2_030008,level1,NG_1_030,2009,Ede South,Ede South,
level2,NG_2_024003,level1,NG_1_024,2009,Edu,Edu,
level2,NG_2_013003,level1,NG_1_013,2009,Efon,Efon,
level2,NG_2_028004,level1,NG_1_028,2009,Egbado North,Egbado North,
level2,NG_2_028005,level1,NG_1_028,2009,Egbado South,Egbado South,
level2,NG_2_031005,level1,NG_1_031,2009,Egbeda,Egbeda,
level2,NG_2_030009,level1,NG_1_030,2009,Egbedore,Egbedore,
level2,NG_2_012002,level1,NG_1_012,2009,Egor,Egor,
level2,NG_2_017003,level1,NG_1_017,2009,Ehime-Mbano,Ehime-Mbano,
level2,NG_2_030010,level1,NG_1_030,2009,Ejigbo,Ejigbo,
level2,NG_2_006002,level1,NG_1_006,2009,Ekeremor,Ekeremor,
level2,NG_2_003003,level1,NG_1_003,2009,Eket,Eket,
level2,NG_2_024004,level1,NG_1_024,2009,Ekiti,Ekiti,
level2,NG_2_013004,level1,NG_1_013,2009,Ekiti East,Ekiti East,
level2,NG_2_013005,level1,NG_1_013,2009,Ekiti South West,Ekiti South West,
level2,NG_2_013006,level1,NG_1_013,2009,Ekiti West,Ekiti West,
level2,NG_2_004009,level1,NG_1_004,2009,Ekwusigo,Ekwusigo,
level2,NG_2_033009,level1,NG_1_033,2009,Eleme,Eleme,
level2,NG_2_033010,level1,NG_1_033,2009,Emohua,Emohua,
level2,NG_2_013007,level1,NG_1_013,2009,Emure,Emure,
level2,NG_2_014003,level1,NG_1_014,2009,Enugu East,Enugu East,
level2,NG_2_014004,level1,NG_1_014,2009,Enugu North,Enugu North,
level2,NG_2_014005,level1,NG_1_014,2009,Enugu South,Enugu South,
level2,NG_2_025007,level1,NG_1_025,2009,Epe,Epe,
level2,NG_2_012003,level1,NG_1_012,2009,Esan Central,Esan Central,
level2,NG_2_012004,level1,NG_1_012,2009,Esan North East,Esan North East,
level2,NG_2_012005,level1,NG_1_012,2009,Esan South East,Esan South East,
level2,NG_2_012006,level1,NG_1_012,2009,Esan West,Esan West,
level2,NG_2_029007,level1,NG_1_029,2009,Ese-Odo,Ese-Odo,
level2,NG_2_003004,level1,NG_1_003,2009,Esit - Eket,Esit - Eket,
level2,NG_2_003005,level1,NG_1_003,2009,Essien Udim,Essien Udim,
level2,NG_2_033011,level1,NG_1_033,2009,Etche,Etche,
level2,NG_2_010005,level1,NG_1_010,2009,Ethiope East,Ethiope East,
level2,NG_2_010006,level1,NG_1_010,2009,Ethiope West,Ethiope West,
level2,NG_2_025008,level1,NG_1_025,2009,Eti-Osa,Eti-Osa,
level2,NG_2_003006,level1,NG_1_003,2009,Etim Ekpo,Etim Ekpo,
level2,NG_2_003007,level1,NG_1_003,2009,Etinan,Etinan,
level2,NG_2_012007,level1,NG_1_012,2009,Etsako Central,Etsako Central,
level2,NG_2_012008,level1,NG_1_012,2009,Etsako East,Etsako East,
level2,NG_2_012009,level1,NG_1_012,2009,Etsako West,Etsako West,
level2,NG_2_009011,level1,NG_1_009,2009,Etung,Etung,
level2,NG_2_028006,level1,NG_1_028,2009,Ewekoro,Ewekoro,
level2,NG_2_014006,level1,NG_1_014,2009,Ezeagu,Ezeagu,
level2,NG_2_017004,level1,NG_1_017,2009,Ezinihitte,Ezinihitte,
level2,NG_2_011005,level1,NG_1_011,2009,Ezza North,Ezza North,
level2,NG_2_011006,level1,NG_1_011,2009,Ezza South,Ezza South,
level2,NG_2_020012,level1,NG_1_020,2009,Fagge,Fagge,
level2,NG_2_022009,level1,NG_1_022,2009,Fakai,Fakai,
level2,NG_2_021013,level1,NG_1_021,2009,Faskari,Faskari,
level2,NG_2_036004,level1,NG_1_036,2009,Fika,Fika,
level2,NG_2_002002,level1,NG_1_002,2009,Fufore,Fufore,
level2,NG_2_016005,level1,NG_1_016,2009,Funakaye,Funakaye,
level2,NG_2_036005,level1,NG_1_036,2009,Fune,Fune,
level2,NG_2_021014,level1,NG_1_021,2009,Funtua,Funtua,
level2,NG_2_020013,level1,NG_1_020,2009,Gabasawa,Gabasawa,
level2,NG_2_034004,level1,NG_1_034,2009,Gada,Gada,
level2,NG_2_018007,level1,NG_1_018,2009,Gagarawa,Gagarawa,
level2,NG_2_005007,level1,NG_1_005,2009,Gamawa,Gamawa,
level2,NG_2_005008,level1,NG_1_005,2009,Ganjuwa,Ganjuwa,
level2,NG_2_002003,level1,NG_1_002,2009,Ganye,Ganye,
level2,NG_2_018008,level1,NG_1_018,2009,Garki,Garki,
level2,NG_2_020014,level1,NG_1_020,2009,Garko,Garko,
level2,NG_2_020015,level1,NG_1_020,2009,Garum Mallam,Garum Mallam,
level2,NG_2_035004,level1,NG_1_035,2009,Gashaka,Gashaka,
level2,NG_2_035005,level1,NG_1_035,2009,Gassol,Gassol,
level2,NG_2_020016,level1,NG_1_020,2009,Gaya,Gaya,
level2,NG_2_027008,level1,NG_1_027,2009,Gbako,Gbako,
level2,NG_2_007005,level1,NG_1_007,2009,Gboko,Gboko,
level2,NG_2_036006,level1,NG_1_036,2009,Geidam,Geidam,
level2,NG_2_020017,level1,NG_1_020,2009,Gezawa,Gezawa,
level2,NG_2_005009,level1,NG_1_005,2009,Giade,Giade,
level2,NG_2_002005,level1,NG_1_002,2009,Girei,Girei,
level2,NG_2_019003,level1,NG_1_019,2009,Giwa,Giwa,
level2,NG_2_033012,level1,NG_1_033,2009,Gokana,Gokana,
level2,NG_2_016006,level1,NG_1_016,2009,Gombe,Gombe,
level2,NG_2_002004,level1,NG_1_002,2009,Gombi,Gombi,
level2,NG_2_034006,level1,NG_1_034,2009,Goronyo,Goronyo,
level2,NG_2_008009,level1,NG_1_008,2009,Gubio,Gubio,
level2,NG_2_034007,level1,NG_1_034,2009,Gudu,Gudu,
level2,NG_2_036007,level1,NG_1_036,2009,Gujba,Gujba,
level2,NG_2_036008,level1,NG_1_036,2009,Gulani,Gulani,
level2,NG_2_007006,level1,NG_1_007,2009,Guma,Guma,
level2,NG_2_018009,level1,NG_1_018,2009,Gumel,Gumel,
level2,NG_2_037006,level1,NG_1_037,2009,Gummi,Gummi,
level2,NG_2_027009,level1,NG_1_027,2009,Gurara,Gurara,
level2,NG_2_018010,level1,NG_1_018,2009,Guri,Guri,
level2,NG_2_037007,level1,NG_1_037,2009,Gusau,Gusau,
level2,NG_2_002006,level1,NG_1_002,2009,Guyuk,Guyuk,
level2,NG_2_008010,level1,NG_1_008,2009,Guzamala,Guzamala,
level2,NG_2_034005,level1,NG_1_034,2009,Gwadabawa,Gwadabawa,
level2,NG_2_015004,level1,NG_1_015,2009,Gwagwalada,Gwagwalada,
level2,NG_2_020018,level1,NG_1_020,2009,Gwale,Gwale,
level2,NG_2_022010,level1,NG_1_022,2009,Gwandu,Gwandu,
level2,NG_2_018011,level1,NG_1_018,2009,Gwaram,Gwaram,
level2,NG_2_020019,level1,NG_1_020,2009,Gwarzo,Gwarzo,
level2,NG_2_007007,level1,NG_1_007,2009,Gwer East,Gwer East,
level2,NG_2_007008,level1,NG_1_007,2009,Gwer West,Gwer West,
level2,NG_2_018012,level1,NG_1_018,2009,Gwiwa,Gwiwa,
level2,NG_2_008011,level1,NG_1_008,2009,Gwoza,Gwoza,
level2,NG_2_018013,level1,NG_1_018,2009,Hadejia,Hadejia,
level2,NG_2_008012,level1,NG_1_008,2009,Hawul,Hawul,
level2,NG_2_002007,level1,NG_1_002,2009,Hong,Hong,
level2,NG_2_031006,level1,NG_1_031,2009,Ibadan North,Ibadan North,
level2,NG_2_031007,level1,NG_1_031,2009,Ibadan North East,Ibadan North East,
level2,NG_2_031008,level1,NG_1_031,2009,Ibadan North West,Ibadan North West,
level2,NG_2_031009,level1,NG_1_031,2009,Ibadan South East,Ibadan South East,
level2,NG_2_031010,level1,NG_1_031,2009,Ibadan South West,Ibadan South West,
level2,NG_2_023006,level1,NG_1_023,2009,Ibaji,Ibaji,
level2,NG_2_031011,level1,NG_1_031,2009,Ibarapa Central,Ibarapa Central,
level2,NG_2_031012,level1,NG_1_031,2009,Ibarapa East,Ibarapa East,
level2,NG_2_031013,level1,NG_1_031,2009,Ibarapa North,Ibarapa North,
level2,NG_2_025009,level1,NG_1_025,2009,Ibeju/Lekki,Ibeju/Lekki,
level2,NG_2_003008,level1,NG_1_003,2009,Ibeno,Ibeno,
level2,NG_2_003009,level1,NG_1_003,2009,Ibesikpo Asutan,Ibesikpo Asutan,
level2,NG_2_035006,level1,NG_1_035,2009,Ibi,Ibi,
level2,NG_2_003010,level1,NG_1_003,2009,Ibiono Ibom,Ibiono Ibom,
level2,NG_2_023007,level1,NG_1_023,2009,Idah,Idah,
level2,NG_2_029008,level1,NG_1_029,2009,Idanre,Idanre,
level2,NG_2_017005,level1,NG_1_017,2009,Ideato North,Ideato North,
level2,NG_2_017006,level1,NG_1_017,2009,Ideato South,Ideato South,
level2,NG_2_004010,level1,NG_1_004,2009,Idemili North,Idemili North,
level2,NG_2_004011,level1,NG_1_004,2009,Idemili South,Idemili South,
level2,NG_2_031014,level1,NG_1_031,2009,Ido,Ido,
level2,NG_2_013008,level1,NG_1_013,2009,Ido-Osi,Ido-Osi,
level2,NG_2_025010,level1,NG_1_025,2009,Ifako-Ijaye,Ifako-Ijaye,
level2,NG_2_030011,level1,NG_1_030,2009,Ife Central,Ife Central,
level2,NG_2_030012,level1,NG_1_030,2009,Ife East,Ife East,
level2,NG_2_030013,level1,NG_1_030,2009,Ife North,Ife North,
level2,NG_2_030014,level1,NG_1_030,2009,Ife South,Ife South,
level2,NG_2_030015,level1,NG_1_030,2009,Ifedayo,Ifedayo,
level2,NG_2_029009,level1,NG_1_029,2009,Ifedore,Ifedore,
level2,NG_2_024005,level1,NG_1_024,2009,Ifelodun,Ifelodun,
level2,NG_2_030016,level1,NG_1_030,2009,Ifelodun,Ifelodun,
level2,NG_2_028007,level1,NG_1_028,2009,Ifo,Ifo,
level2,NG_2_019004,level1,NG_1_019,2009,Igabi,Igabi,
level2,NG_2_023008,level1,NG_1_023,2009,Igalamela-Odolu,Igalamela-Odolu,
level2,NG_2_014007,level1,NG_1_014,2009,Igbo-Etiti,Igbo-Etiti,
level2,NG_2_014008,level1,NG_1_014,2009,Igbo-Eze North,Igbo-Eze North,
level2,NG_2_014009,level1,NG_1_014,2009,Igbo-Eze South,Igbo-Eze South,
level2,NG_2_012010,level1,NG_1_012,2009,Igueben,Igueben,
level2,NG_2_004012,level1,NG_1_004,2009,Ihiala,Ihiala,
level2,NG_2_017007,level1,NG_1_017,2009,Ihitte/Uboma,Ihitte/Uboma,
level2,NG_2_028008,level1,NG_1_028,2009,Ijebu East,Ijebu East,
level2,NG_2_028009,level1,NG_1_028,2009,Ijebu North,Ijebu North,
level2,NG_2_028010,level1,NG_1_028,2009,Ijebu North East,Ijebu North East,
level2,NG_2_028011,level1,NG_1_028,2009,Ijebu Ode,Ijebu Ode,
level2,NG_2_013009,level1,NG_1_013,2009,Ijero,Ijero,
level2,NG_2_023009,level1,NG_1_023,2009,Ijumu,Ijumu,
level2,NG_2_003011,level1,NG_1_003,2009,Ika,Ika,
level2,NG_2_010007,level1,NG_1_010,2009,Ika North East,Ika North East,
level2,NG_2_010008,level1,NG_1_010,2009,Ika South,Ika South,
level2,NG_2_019005,level1,NG_1_019,2009,Ikara,Ikara,
level2,NG_2_017008,level1,NG_1_017,2009,Ikeduru,Ikeduru,
level2,NG_2_025011,level1,NG_1_025,2009,Ikeja,Ikeja,
level2,NG_2_028012,level1,NG_1_028,2009,Ikenne,Ikenne,
level2,NG_2_013010,level1,NG_1_013,2009,Ikere,Ikere,
level2,NG_2_013011,level1,NG_1_013,2009,Ikole,Ikole,
level2,NG_2_009012,level1,NG_1_009,2009,Ikom,Ikom,
level2,NG_2_003012,level1,NG_1_003,2009,Ikono,Ikono,
level2,NG_2_025012,level1,NG_1_025,2009,Ikorodu,Ikorodu,
level2,NG_2_003013,level1,NG_1_003,2009,Ikot Abasi,Ikot Abasi,
level2,NG_2_003014,level1,NG_1_003,2009,Ikot Ekpene,Ikot Ekpene,
level2,NG_2_012011,level1,NG_1_012,2009,Ikpoba-Okha,Ikpoba-Okha,
level2,NG_2_033013,level1,NG_1_033,2009,Ikwerre,Ikwerre,
level2,NG_2_011007,level1,NG_1_011,2009,Ikwo,Ikwo,
level2,NG_2_001005,level1,NG_1_001,2009,Ikwuano,Ikwuano,
level2,NG_2_030017,level1,NG_1_030,2009,Ila,Ila,
level2,NG_2_029010,level1,NG_1_029,2009,Ilaje,Ilaje,
level2,NG_2_029011,level1,NG_1_029,2009,Ile-Oluji-Okeigbo,Ile-Oluji-Okeigbo,
level2,NG_2_013012,level1,NG_1_013,2009,Ilejemeji,Ilejemeji,
level2,NG_2_030018,level1,NG_1_030,2009,Ilesha East,Ilesha East,
level2,NG_2_030019,level1,NG_1_030,2009,Ilesha West,Ilesha West,
level2,NG_2_034008,level1,NG_1_034,2009,Illela,Illela,
level2,NG_2_024006,level1,NG_1_024,2009,Ilorin East,Ilorin East,
level2,NG_2_024007,level1,NG_1_024,2009,Ilorin South,Ilorin South,
level2,NG_2_024008,level1,NG_1_024,2009,Ilorin West,Ilorin West,
level2,NG_2_028013,level1,NG_1_028,2009,Imeko-Afon,Imeko-Afon,
level2,NG_2_021015,level1,NG_1_021,2009,Ingawa,Ingawa,
level2,NG_2_003015,level1,NG_1_003,2009,Ini,Ini,
level2,NG_2_028014,level1,NG_1_028,2009,Ipokia,Ipokia,
level2,NG_2_029012,level1,NG_1_029,2009,Irele,Irele,
level2,NG_2_031015,level1,NG_1_031,2009,Irepo,Irepo,
level2,NG_2_024009,level1,NG_1_024,2009,Irepodun,Irepodun,
level2,NG_2_030020,level1,NG_1_030,2009,Irepodun,Irepodun,
level2,NG_2_013013,level1,NG_1_013,2009,Irepodun/Ifelodun,Irepodun/Ifelodun,
level2,NG_2_030021,level1,NG_1_030,2009,Irewole,Irewole,
level2,NG_2_034009,level1,NG_1_034,2009,Isa,Isa,
level2,NG_2_013014,level1,NG_1_013,2009,Ise/Orun,Ise/Orun,
level2,NG_2_031016,level1,NG_1_031,2009,Iseyin,Iseyin,
level2,NG_2_011008,level1,NG_1_011,2009,Ishielu,Ishielu,
level2,NG_2_014010,level1,NG_1_014,2009,Isi-Uzo,Isi-Uzo,
level2,NG_2_001006,level1,NG_1_001,2009,Isiala-Ngwa North,Isiala-Ngwa North,
level2,NG_2_001007,level1,NG_1_001,2009,Isiala-Ngwa South,Isiala-Ngwa South,
level2,NG_2_017009,level1,NG_1_017,2009,Isiala Mbano,Isiala Mbano,
level2,NG_2_024010,level1,NG_1_024,2009,Isin,Isin,
level2,NG_2_001008,level1,NG_1_001,2009,Isiukwuato,Isiukwuato,
level2,NG_2_030022,level1,NG_1_030,2009,Isokan,Isokan,
level2,NG_2_010009,level1,NG_1_010,2009,Isoko North,Isoko North,
level2,NG_2_010010,level1,NG_1_010,2009,Isoko South,Isoko South,
level2,NG_2_017010,level1,NG_1_017,2009,Isu,Isu,
level2,NG_2_005010,level1,NG_1_005,2009,Itas/Gadau,Itas/Gadau,
level2,NG_2_031017,level1,NG_1_031,2009,Itesiwaju,Itesiwaju,
level2,NG_2_003016,level1,NG_1_003,2009,Itu,Itu,
level2,NG_2_011009,level1,NG_1_011,2009,Ivo,Ivo,
level2,NG_2_031018,level1,NG_1_031,2009,Iwajowa,Iwajowa,
level2,NG_2_030023,level1,NG_1_030,2009,Iwo,Iwo,
level2,NG_2_011010,level1,NG_1_011,2009,Izzi,Izzi,
level2,NG_2_019006,level1,NG_1_019,2009,Jaba,Jaba,
level2,NG_2_002008,level1,NG_1_002,2009,Jada,Jada,
level2,NG_2_018014,level1,NG_1_018,2009,Jahun,Jahun,
level2,NG_2_036009,level1,NG_1_036,2009,Jakusko,Jakusko,
level2,NG_2_035007,level1,NG_1_035,2009,Jalingo,Jalingo,
level2,NG_2_005011,level1,NG_1_005,2009,Jama'are,Jama'are,
level2,NG_2_022011,level1,NG_1_022,2009,Jega,Jega,
level2,NG_2_019007,level1,NG_1_019,2009,Jema'a,Jema'a,
level2,NG_2_008013,level1,NG_1_008,2009,Jere,Jere,
level2,NG_2_021016,level1,NG_1_021,2009,Jibia,Jibia,
level2,NG_2_032004,level1,NG_1_032,2009,Jos East,Jos East,
level2,NG_2_032005,level1,NG_1_032,2009,Jos North,Jos North,
level2,NG_2_032006,level1,NG_1_032,2009,Jos South,Jos South,
level2,NG_2_023010,level1,NG_1_023,2009,Kabba/Bunu,Kabba/Bunu,
level2,NG_2_020020,level1,NG_1_020,2009,Kabo,Kabo,
level2,NG_2_019008,level1,NG_1_019,2009,Kachia,Kachia,
level2,NG_2_019009,level1,NG_1_019,2009,Kaduna North,Kaduna North,
level2,NG_2_019010,level1,NG_1_019,2009,Kaduna South,Kaduna South,
level2,NG_2_018015,level1,NG_1_018,2009,Kafin Hausa,Kafin Hausa,
level2,NG_2_021017,level1,NG_1_021,2009,Kafur,Kafur,
level2,NG_2_008014,level1,NG_1_008,2009,Kaga,Kaga,
level2,NG_2_019011,level1,NG_1_019,2009,Kagarko,Kagarko,
level2,NG_2_024011,level1,NG_1_024,2009,Kaiama,Kaiama,
level2,NG_2_021018,level1,NG_1_021,2009,Kaita,Kaita,
level2,NG_2_031019,level1,NG_1_031,2009,Kajola,Kajola,
level2,NG_2_019012,level1,NG_1_019,2009,Kajuru,Kajuru,
level2,NG_2_008015,level1,NG_1_008,2009,Kala/Balge,Kala/Balge,
level2,NG_2_022012,level1,NG_1_022,2009,Kalgo,Kalgo,
level2,NG_2_016007,level1,NG_1_016,2009,Kaltungo,Kaltungo,
level2,NG_2_032007,level1,NG_1_032,2009,Kanam,Kanam,
level2,NG_2_021019,level1,NG_1_021,2009,Kankara,Kankara,
level2,NG_2_032008,level1,NG_1_032,2009,Kanke,Kanke,
level2,NG_2_021020,level1,NG_1_021,2009,Kankia,Kankia,
level2,NG_2_020021,level1,NG_1_020,2009,Kano Municipal,Kano Municipal,
level2,NG_2_036010,level1,NG_1_036,2009,Karasuwa,Karasuwa,
level2,NG_2_020022,level1,NG_1_020,2009,Karaye,Karaye,
level2,NG_2_035008,level1,NG_1_035,2009,Karim-Lamido,Karim-Lamido,
level2,NG_2_026004,level1,NG_1_026,2009,Karu,Karu,
level2,NG_2_005012,level1,NG_1_005,2009,Katagum,Katagum,
level2,NG_2_027010,level1,NG_1_027,2009,Katcha,Katcha,
level2,NG_2_021021,level1,NG_1_021,2009,Katsina,Katsina,
level2,NG_2_007009,level1,NG_1_007,2009,Katsina-Ala,Katsina-Ala,
level2,NG_2_018016,level1,NG_1_018,2009,Kaugama,Kaugama,
level2,NG_2_019013,level1,NG_1_019,2009,Kaura,Kaura,
level2,NG_2_037008,level1,NG_1_037,2009,Kaura Namoda,Kaura Namoda,
level2,NG_2_019014,level1,NG_1_019,2009,Kauru,Kauru,
level2,NG_2_018017,level1,NG_1_018,2009,Kazaure,Kazaure,
level2,NG_2_026005,level1,NG_1_026,2009,Keana,Keana,
level2,NG_2_034010,level1,NG_1_034,2009,Kebbe,Kebbe,
level2,NG_2_026006,level1,NG_1_026,2009,Keffi,Keffi,
level2,NG_2_033014,level1,NG_1_033,2009,Khana,Khana,
level2,NG_2_020023,level1,NG_1_020,2009,Kibiya,Kibiya,
level2,NG_2_005013,level1,NG_1_005,2009,Kirfi,Kirfi,
level2,NG_2_018018,level1,NG_1_018,2009,Kiri Kasamma,Kiri Kasamma,
level2,NG_2_020024,level1,NG_1_020,2009,Kiru,Kiru,
level2,NG_2_018019,level1,NG_1_018,2009,Kiyawa,Kiyawa,
level2,NG_2_023011,level1,NG_1_023,2009,Kogi,Kogi,
level2,NG_2_022013,level1,NG_1_022,2009,Koko/Besse,Koko/Besse,
level2,NG_2_026007,level1,NG_1_026,2009,Kokona,Kokona,
level2,NG_2_006003,level1,NG_1_006,2009,Kolokuma/Opokuma,Kolokuma/Opokuma,
level2,NG_2_008016,level1,NG_1_008,2009,Konduga,Konduga,
level2,NG_2_007010,level1,NG_1_007,2009,Konshisha,Konshisha,
level2,NG_2_027011,level1,NG_1_027,2009,Kontagora,Kontagora,
