geo_level,geo_code,parent_level,parent_code,version,name,long_name,square_kms
level1,KE_1_009,country,KE,2009,Mandera,Mandera,25939.8
level1,KE_1_006,country,KE,2009,Taita Taveta,Taita Taveta,17152
level1,KE_1_007,country,KE,2009,Garissa,Garissa,44736
level1,KE_1_012,country,KE,2009,Meru,Meru,7006.3
level1,KE_1_013,country,KE,2009,Tharaka-Nithi,Tharaka-Nithi,2564.4
level1,KE_1_010,country,KE,2009,Marsabit,Marsabit,70944.1
level1,KE_1_011,country,KE,2009,Isiolo,Isiolo,25350.6
level1,KE_1_016,country,KE,2009,Machakos,Machakos,6042.7
level1,KE_1_017,country,KE,2009,Makueni,Makueni,8169.8
level1,KE_1_014,country,KE,2009,Embu,Embu,2820.7
level1,KE_1_015,country,KE,2009,Kitui,Kitui,30429.5
country,ET,continent,AFR,2009,Ethiopia,Ethiopia,1104000
level1,ET_1_001,country,ET,2009,Addis Ababa,Addis Ababa,526.99
level1,ET_1_002,country,ET,2009,Afar,Afar,72052.78
level1,ET_1_003,country,ET,2009,Amhara,Amhara,154708.96
level1,ET_1_004,country,ET,2009,Beneshangul Gumuz,Beneshangul Gumuz,50698.68
level1,ET_1_005,country,ET,2009,Dire Dawa,Dire Dawa,1558.61
level1,ET_1_006,country,ET,2009,Gambella,Gambella,29782.82
level1,ET_1_007,country,ET,2009,Harar,Harar,333.94
level1,ET_1_008,country,ET,2009,Oromiya,Oromiya,284537.84
level1,ET_1_009,country,ET,2009,SNNPR,SNNPR,105476
level1,ET_1_010,country,ET,2009,Somali,Somali,279252
level1,ET_1_011,country,ET,2009,Tigray,Tigray,84722
country,ZA,continent,AFR,2009,South Africa,South Africa,1221037
level1,ZA_1_005,country,ZA,2009,KwaZulu-Natal,KwaZulu-Natal,94361
level1,ZA_1_004,country,ZA,2009,Free State,KwaZulu-Natal,129825
level1,ZA_1_002,country,ZA,2009,Eastern Cape,KwaZulu-Natal,168966
level1,ZA_1_008,country,ZA,2009,Mpumalanga,KwaZulu-Natal,76495
level1,ZA_1_009,country,ZA,2009,Limpopo,KwaZulu-Natal,125754
level1,ZA_1_003,country,ZA,2009,Northern Cape,KwaZulu-Natal,372889
level1,ZA_1_006,country,ZA,2009,North West,KwaZulu-Natal,104882
level1,ZA_1_001,country,ZA,2009,Western Cape,KwaZulu-Natal,129462
level1,ZA_1_007,country,ZA,2009,Gauteng,KwaZulu-Natal,18178
country,UG,continent,AFR,2009,Uganda,Uganda,241038
country,ZM,continent,AFR,2009,Zambia,Zambia,752618
country,BF,continent,AFR,2009,Burkina Faso,Burkina Faso,274200
country,CD,continent,AFR,2009,Democratic Republic of Congo,Democratic Republic of Congo,2345409
country,GH,continent,AFR,2009,Ghana,Ghana,
level2,GH_2_033001,level1,GH_1_033,2009,Ahanta West,Ahanta West,
level2,GH_2_033012,level1,GH_1_033,2009,Shama Ahanta East,Shama Ahanta East,
level2,GH_2_026008,level1,GH_1_026,2009,Cape Coast,Cape Coast,
level2,GH_2_026010,level1,GH_1_026,2009,Komenda/Edina Aguafo,Komenda/Edina Aguafo,
level2,GH_2_033010,level1,GH_1_033,2009,Nzema East,Nzema East,
level2,GH_2_026001,level1,GH_1_026,2009,Abura/Asebu/Kwamankese,Abura/Asebu/Kwamankese,
level2,GH_2_033007,level1,GH_1_033,2009,Jomoro,Jomoro,
level2,GH_2_026011,level1,GH_1_026,2009,Mfantsiman,Mfantsiman,
level2,GH_2_026003,level1,GH_1_026,2009,Ajumako Enyan,Ajumako Enyan,
level2,GH_2_026009,level1,GH_1_026,2009,Gomoa,Gomoa,
level2,GH_2_033009,level1,GH_1_033,2009,Mpohor Wassa,Mpohor Wassa,
level2,GH_2_033013,level1,GH_1_033,2009,Wassa West,Wassa West,
level2,GH_2_028001,level1,GH_1_028,2009,Accra,Accra,
level2,GH_2_026007,level1,GH_1_026,2009,Awutu/Efutu/Senya,Awutu/Efutu/Senya,
level2,GH_2_026002,level1,GH_1_026,2009,Agona,Agona,
level2,GH_2_026006,level1,GH_1_026,2009,Assin South,Assin South,
level2,GH_2_026004,level1,GH_1_026,2009,Asikuma/Odoben/Brakwa,Asikuma/Odoben/Brakwa,
level2,GH_2_028004,level1,GH_1_028,2009,Ga East,Ga East,
level2,GH_2_028005,level1,GH_1_028,2009,Ga West,Ga West,
level2,GH_2_026012,level1,GH_1_026,2009,Twifu Heman/Lower Denkyira,Twifu Heman/Lower Denkyira,
level2,GH_2_028006,level1,GH_1_028,2009,Tema,Tema,
level2,GH_2_027003,level1,GH_1_027,2009,Akwapim South,Akwapim South,
level2,GH_2_026005,level1,GH_1_026,2009,Assin North,Assin North,
level2,GH_2_028002,level1,GH_1_028,2009,Dangbe East,Dangbe East,
level2,GH_2_027016,level1,GH_1_027,2009,West Akim,West Akim,
level2,GH_2_027007,level1,GH_1_027,2009,Birim South,Birim South,
level2,GH_2_032007,level1,GH_1_032,2009,Keta,Keta,
level2,GH_2_028003,level1,GH_1_028,2009,Dangbe West,Dangbe West,
level2,GH_2_033003,level1,GH_1_033,2009,Amenfi West (Wassa Amenfi),Amenfi West (Wassa Amenfi),
level2,GH_2_033002,level1,GH_1_033,2009,Amenfi East,Amenfi East,
level2,GH_2_024003,level1,GH_1_024,2009,Adansi West,Adansi West,
level2,GH_2_027015,level1,GH_1_027,2009,Suhum/Kraboa/Coaltar,Suhum/Kraboa/Coaltar,
level2,GH_2_027002,level1,GH_1_027,2009,Akwapim North,Akwapim North,
level2,GH_2_032015,level1,GH_1_032,2009,South Tongu,South Tongu,
level2,GH_2_033004,level1,GH_1_033,2009,Aowin Suaman,Aowin Suaman,
level2,GH_2_027014,level1,GH_1_027,2009,New Juaben,New Juaben,
level2,GH_2_026013,level1,GH_1_026,2009,Upper Denkyira,Upper Denkyira,
level2,GH_2_024001,level1,GH_1_024,2009,Adansi East,Adansi East,
level2,GH_2_032008,level1,GH_1_032,2009,Ketu,Ketu,
level2,GH_2_027017,level1,GH_1_027,2009,Yilo Krobo,Yilo Krobo,
level2,GH_2_032013,level1,GH_1_032,2009,North Tongu,North Tongu,
level2,GH_2_024002,level1,GH_1_024,2009,Adansi North,Adansi North,
level2,GH_2_027008,level1,GH_1_027,2009,East Akim,East Akim,
level2,GH_2_027010,level1,GH_1_027,2009,Kwaebibirem,Kwaebibirem,
level2,GH_2_032002,level1,GH_1_032,2009,Akatsi,Akatsi,
level2,GH_2_024007,level1,GH_1_024,2009,Amansie Central,Amansie Central,
level2,GH_2_027005,level1,GH_1_027,2009,Atiwa,Atiwa,
level2,GH_2_033006,level1,GH_1_033,2009,Bibiani Anhwiaso-Bekwai,Bibiani Anhwiaso-Bekwai,
level2,GH_2_033011,level1,GH_1_033,2009,Sefwi-Wiawso,Sefwi-Wiawso,
level2,GH_2_024008,level1,GH_1_024,2009,Amansie East,Amansie East,
level2,GH_2_027006,level1,GH_1_027,2009,Birim North,Birim North,
level2,GH_2_027004,level1,GH_1_027,2009,Asuogyaman,Asuogyaman,
level2,GH_2_027013,level1,GH_1_027,2009,Manya Krobo,Manya Krobo,
level2,GH_2_024009,level1,GH_1_024,2009,Amansie West,Amansie West,
level2,GH_2_027012,level1,GH_1_027,2009,Kwahu West,Kwahu West,
level2,GH_2_032001,level1,GH_1_032,2009,Adaklu Anyigbe,Adaklu Anyigbe,
level2,GH_2_027009,level1,GH_1_027,2009,Fanteakwa,Fanteakwa,
level2,GH_2_024014,level1,GH_1_024,2009,Bosomtwi Kwanwoma,Bosomtwi Kwanwoma,
level2,GH_2_024011,level1,GH_1_024,2009,Asante Akim South,Asante Akim South,
level2,GH_2_024017,level1,GH_1_024,2009,Kumasi,Kumasi,
level2,GH_2_024012,level1,GH_1_024,2009,Atwima Mponua,Atwima Mponua,
level2,GH_2_032014,level1,GH_1_032,2009,South Dayi,South Dayi,
level2,GH_2_025002,level1,GH_1_025,2009,Asunafo South,Asunafo South,
level2,GH_2_033008,level1,GH_1_033,2009,Juabeso,Juabeso,
level2,GH_2_024016,level1,GH_1_024,2009,Ejusu/Juabeni,Ejusu/Juabeni,
level2,GH_2_027011,level1,GH_1_027,2009,Kwahu South,Kwahu South,
level2,GH_2_024018,level1,GH_1_024,2009,Kwabere,Kwabere,
level2,GH_2_032003,level1,GH_1_032,2009,Ho,Ho,
level2,GH_2_024013,level1,GH_1_024,2009,Atwima Nwabiagya,Atwima Nwabiagya,
level2,GH_2_025001,level1,GH_1_025,2009,Asunafo North,Asunafo North,
level2,GH_2_033005,level1,GH_1_033,2009,Bia,Bia,
level2,GH_2_024010,level1,GH_1_024,2009,Asante Akim North,Asante Akim North,
level2,GH_2_024005,level1,GH_1_024,2009,Ahafo Ano North,Ahafo Ano North,
level2,GH_2_032009,level1,GH_1_032,2009,Kpandu,Kpandu,
level2,GH_2_024006,level1,GH_1_024,2009,Ahafo Ano South,Ahafo Ano South,
level2,GH_2_024004,level1,GH_1_024,2009,Afigya Sekyere,Afigya Sekyere,
level2,GH_2_025003,level1,GH_1_025,2009,Asutifi,Asutifi,
level2,GH_2_027001,level1,GH_1_027,2009,Afram Plains,Afram Plains,
level2,GH_2_032004,level1,GH_1_032,2009,Hohoe,Hohoe,
level2,GH_2_025017,level1,GH_1_025,2009,Tano South,Tano South,
level2,GH_2_025016,level1,GH_1_025,2009,Tano North,Tano North,
level2,GH_2_024019,level1,GH_1_024,2009,Offinso,Offinso,
level2,GH_2_025006,level1,GH_1_025,2009,Dormaa,Dormaa,
level2,GH_2_032005,level1,GH_1_032,2009,Jasikan,Jasikan,
level2,GH_2_024021,level1,GH_1_024,2009,Sekyere West,Sekyere West,
level2,GH_2_024020,level1,GH_1_024,2009,Sekyere East,Sekyere East,
level2,GH_2_025014,level1,GH_1_025,2009,Sunyani,Sunyani,
level2,GH_2_025005,level1,GH_1_025,2009,Berekum,Berekum,
level2,GH_2_024015,level1,GH_1_024,2009,Ejura-Sekyedumasi,Ejura-Sekyedumasi,
level2,GH_2_025015,level1,GH_1_025,2009,Tain,Tain,
level2,GH_2_025011,level1,GH_1_025,2009,Nkoranza,Nkoranza,
level2,GH_2_025018,level1,GH_1_025,2009,Techiman,Techiman,
level2,GH_2_025004,level1,GH_1_025,2009,Atebubu,Atebubu,
level2,GH_2_025008,level1,GH_1_025,2009,Jaman South,Jaman South,
level2,GH_2_032006,level1,GH_1_032,2009,Kadjebi,Kadjebi,
level2,GH_2_025007,level1,GH_1_025,2009,Jaman North,Jaman North,
level2,GH_2_025013,level1,GH_1_025,2009,Sene,Sene,
level2,GH_2_025010,level1,GH_1_025,2009,Kintampo South,Kintampo South,
level2,GH_2_032010,level1,GH_1_032,2009,Krachi East,Krachi East,
level2,GH_2_032011,level1,GH_1_032,2009,Krachi West,Krachi West,
level2,GH_2_025012,level1,GH_1_025,2009,Pru,Pru,
level2,GH_2_029008,level1,GH_1_029,2009,Kpandai,Kpandai,
level2,GH_2_025009,level1,GH_1_025,2009,Kintampo North,Kintampo North,
level2,GH_2_032012,level1,GH_1_032,2009,Nkwanta,Nkwanta,
level2,GH_2_025019,level1,GH_1_025,2009,Wenchi,Wenchi,
level2,GH_2_029010,level1,GH_1_029,2009,Nanumba South,Nanumba South,
level2,GH_2_029001,level1,GH_1_029,2009,Bole,Bole,
level2,GH_2_029009,level1,GH_1_029,2009,Nanumba North,Nanumba North,
level2,GH_2_029004,level1,GH_1_029,2009,East Gonja,East Gonja,
level2,GH_2_029003,level1,GH_1_029,2009,Central Gonja,Central Gonja,
level2,GH_2_029019,level1,GH_1_029,2009,Zabzugu/Tatale,Zabzugu/Tatale,
level2,GH_2_029014,level1,GH_1_029,2009,Tamale,Tamale,
level2,GH_2_029018,level1,GH_1_029,2009,Yendi,Yendi,
level2,GH_2_029013,level1,GH_1_029,2009,Sawla/Tuna/Kalba,Sawla/Tuna/Kalba,
level2,GH_2_029015,level1,GH_1_029,2009,Tolon/Kumbungu,Tolon/Kumbungu,
level2,GH_2_029016,level1,GH_1_029,2009,West Gonja,West Gonja,
level2,GH_2_029012,level1,GH_1_029,2009,Savelgu/Nanton,Savelgu/Nanton,
level2,GH_2_031008,level1,GH_1_031,2009,Wa West,Wa West,
level2,GH_2_031007,level1,GH_1_031,2009,Wa Municipal,Wa Municipal,
level2,GH_2_029007,level1,GH_1_029,2009,Karaga,Karaga,
level2,GH_2_031006,level1,GH_1_031,2009,Wa East,Wa East,
level2,GH_2_029006,level1,GH_1_029,2009,Gushiegu,Gushiegu,
level2,GH_2_029011,level1,GH_1_029,2009,Saboba/Chereponi,Saboba/Chereponi,
level2,GH_2_031003,level1,GH_1_031,2009,Nadowli,Nadowli,
level2,GH_2_029005,level1,GH_1_029,2009,East Mamprusi,East Mamprusi,
level2,GH_2_029017,level1,GH_1_029,2009,West Mamprusi,West Mamprusi,
level2,GH_2_029002,level1,GH_1_029,2009,Bunkpurugu/Yunyoo,Bunkpurugu/Yunyoo,
level2,GH_2_030003,level1,GH_1_030,2009,Bolgatanga,Bolgatanga,
level2,GH_2_030005,level1,GH_1_030,2009,Builsa,Builsa,
level2,GH_2_030008,level1,GH_1_030,2009,Talensi-Nabdam,Talensi-Nabdam,
level2,GH_2_031005,level1,GH_1_031,2009,Sissala West,Sissala West,
level2,GH_2_030004,level1,GH_1_030,2009,Bongo,Bongo,
level2,GH_2_031001,level1,GH_1_031,2009,Jirapa/Lambussie,Jirapa/Lambussie,
level2,GH_2_031002,level1,GH_1_031,2009,Lawra,Lawra,
level2,GH_2_030007,level1,GH_1_030,2009,Kasena/Nankani,Kasena/Nankani,
level2,GH_2_031004,level1,GH_1_031,2009,Sissala East,Sissala East,
level2,GH_2_030006,level1,GH_1_030,2009,Garu Tempane,Garu Tempane,
level2,GH_2_030002,level1,GH_1_030,2009,Bakwu West,Bakwu West,
level2,GH_2_030001,level1,GH_1_030,2009,Bakwu East,Bakwu East,
level1,GH_1_033,country,GH,2009,Western,Western,
level1,GH_1_026,country,GH,2009,Central,Central,
level1,GH_1_028,country,GH,2009,Greater Accra,Greater Accra,
level1,GH_1_027,country,GH,2009,Eastern,Eastern,
level1,GH_1_032,country,GH,2009,Volta,Volta,
level1,GH_1_024,country,GH,2009,Ashanti,Ashanti,
level1,GH_1_025,country,GH,2009,Brong Ahafo,Brong Ahafo,
level1,GH_1_029,country,GH,2009,Northern,Northern,
level1,GH_1_030,country,GH,2009,Upper East,Upper East,
level1,GH_1_031,country,GH,2009,Upper West,Upper West,
level2,NG_2_001001,level1,NG_1_001,2009,Aba North,Aba North,
level2,NG_2_001002,level1,NG_1_001,2009,Aba South,Aba South,
level2,NG_2_008001,level1,NG_1_008,2009,Abadam,Abadam,
level2,NG_2_015001,level1,NG_1_015,2009,Abaji,Abaji,
level2,NG_2_003001,level1,NG_1_003,2009,Abak,Abak,
level2,NG_2_011001,level1,NG_1_011,2009,Abakaliki,Abakaliki,
level2,NG_2_028001,level1,NG_1_028,2009,Abeokuta North,Abeokuta North,
level2,NG_2_028002,level1,NG_1_028,2009,Abeokuta South,Abeokuta South,
level2,NG_2_009001,level1,NG_1_009,2009,Abi,Abi,
level2,NG_2_017001,level1,NG_1_017,2009,Aboh-Mbaise,Aboh-Mbaise,
level2,NG_2_033001,level1,NG_1_033,2009,Abua/Odual,Abua/Odual,
level2,NG_2_015002,level1,NG_1_015,2009,Abuja Municipal,Abuja Municipal,
level2,NG_2_023001,level1,NG_1_023,2009,Adavi,Adavi,
level2,NG_2_007001,level1,NG_1_007,2009,Ado,Ado,
level2,NG_2_028003,level1,NG_1_028,2009,Ado-Odo/Ota,Ado-Odo/Ota,
level2,NG_2_013001,level1,NG_1_013,2009,Ado Ekiti,Ado Ekiti,
level2,NG_2_031001,level1,NG_1_031,2009,Afijio,Afijio,
level2,NG_2_011002,level1,NG_1_011,2009,Afikpo North,Afikpo North,
level2,NG_2_011003,level1,NG_1_011,2009,Afikpo South,Afikpo South,
level2,NG_2_027001,level1,NG_1_027,2009,Agaie,Agaie,
level2,NG_2_007002,level1,NG_1_007,2009,Agatu,Agatu,
level2,NG_2_025001,level1,NG_1_025,2009,Agege,Agege,
level2,NG_2_004001,level1,NG_1_004,2009,Aguata,Aguata,
level2,NG_2_027002,level1,NG_1_027,2009,Agwara,Agwara,
level2,NG_2_017002,level1,NG_1_017,2009,Ahiazu-Mbaise,Ahiazu-Mbaise,
level2,NG_2_033002,level1,NG_1_033,2009,Ahoada East,Ahoada East,
level2,NG_2_033003,level1,NG_1_033,2009,Ahoada West,Ahoada West,
level2,NG_2_030001,level1,NG_1_030,2009,Aiyedade,Aiyedade,
level2,NG_2_030002,level1,NG_1_030,2009,Aiyedire,Aiyedire,
level2,NG_2_013002,level1,NG_1_013,2009,Aiyekire (Gbonyin),Aiyekire (Gbonyin),
level2,NG_2_023002,level1,NG_1_023,2009,Ajaokuta,Ajaokuta,
level2,NG_2_025002,level1,NG_1_025,2009,Ajeromi-Ifelodun,Ajeromi-Ifelodun,
level2,NG_2_020001,level1,NG_1_020,2009,Ajingi,Ajingi,
level2,NG_2_009002,level1,NG_1_009,2009,Akamkpa,Akamkpa,
level2,NG_2_031002,level1,NG_1_031,2009,Akinyele,Akinyele,
level2,NG_2_016001,level1,NG_1_016,2009,Akko,Akko,
level2,NG_2_012001,level1,NG_1_012,2009,Akoko-Edo,Akoko-Edo,
level2,NG_2_029001,level1,NG_1_029,2009,Akoko North East,Akoko North East,
level2,NG_2_029002,level1,NG_1_029,2009,Akoko North West,Akoko North West,
level2,NG_2_029003,level1,NG_1_029,2009,Akoko South East,Akoko South East,
level2,NG_2_029004,level1,NG_1_029,2009,Akoko South West,Akoko South West,
level2,NG_2_009003,level1,NG_1_009,2009,Akpabuyo,Akpabuyo,
level2,NG_2_033004,level1,NG_1_033,2009,Akuku Toru,Akuku Toru,
level2,NG_2_029005,level1,NG_1_029,2009,Akure North,Akure North,
level2,NG_2_029006,level1,NG_1_029,2009,Akure South,Akure South,
level2,NG_2_026001,level1,NG_1_026,2009,Akwanga,Akwanga,
level2,NG_2_020002,level1,NG_1_020,2009,Albasu,Albasu,
level2,NG_2_022001,level1,NG_1_022,2009,Aleiro,Aleiro,
level2,NG_2_025003,level1,NG_1_025,2009,Alimosho,Alimosho,
level2,NG_2_005001,level1,NG_1_005,2009,Alkaleri,Alkaleri,
level2,NG_2_025004,level1,NG_1_025,2009,Amuwo-Odofin,Amuwo-Odofin,
level2,NG_2_004002,level1,NG_1_004,2009,Anambra East,Anambra East,
level2,NG_2_004003,level1,NG_1_004,2009,Anambra West,Anambra West,
level2,NG_2_004004,level1,NG_1_004,2009,Anaocha,Anaocha,
level2,NG_2_033005,level1,NG_1_033,2009,Andoni,Andoni,
level2,NG_2_014001,level1,NG_1_014,2009,Aninri,Aninri,
level2,NG_2_010001,level1,NG_1_010,2009,Aniocha North,Aniocha North,
level2,NG_2_010002,level1,NG_1_010,2009,Aniocha South,Aniocha South,
level2,NG_2_037001,level1,NG_1_037,2009,Anka,Anka,
level2,NG_2_023003,level1,NG_1_023,2009,Ankpa,Ankpa,
level2,NG_2_007003,level1,NG_1_007,2009,Apa,Apa,
level2,NG_2_025005,level1,NG_1_025,2009,Apapa,Apapa,
level2,NG_2_035001,level1,NG_1_035,2009,Ardo-Kola,Ardo-Kola,
level2,NG_2_022002,level1,NG_1_022,2009,Arewa-Dandi,Arewa-Dandi,
level2,NG_2_022003,level1,NG_1_022,2009,Argungu,Argungu,
level2,NG_2_001003,level1,NG_1_001,2009,Arochukwu,Arochukwu,
level2,NG_2_024001,level1,NG_1_024,2009,Asa,Asa,
