id,geo_level,geo_code,parent_level,parent_code,version,name,long_name,square_kms
1214,level3,ZA_3_003092,level2,ZA_2_00309,2009,Dikgatlong,Dikgatlong,
1215,level3,ZA_3_003093,level2,ZA_2_00309,2009,Magareng,Magareng,
1216,level3,ZA_3_003094,level2,ZA_2_00309,2009,Phokwane,Phokwane,
1217,level3,ZA_3_003451,level2,ZA_2_00345,2009,Joe Morolong,Joe Morolong,
1218,level3,ZA_3_003452,level2,ZA_2_00345,2009,Ga-Segonyana,Ga-Segonyana,
1219,level3,ZA_3_003453,level2,ZA_2_00345,2009,Gamagara,Gamagara,
1220,level3,ZA_3_004161,level2,ZA_2_00416,2009,Letsemeng,Letsemeng,
1221,level3,ZA_3_004162,level2,ZA_2_00416,2009,Kopanong,Kopanong,
1222,level3,ZA_3_004163,level2,ZA_2_00416,2009,Mohokare,Mohokare,
1223,level3,ZA_3_004181,level2,ZA_2_00418,2009,Masilonyana,Masilonyana,
1224,level3,ZA_3_004182,level2,ZA_2_00418,2009,Tokologo,Tokologo,
1225,level3,ZA_3_004183,level2,ZA_2_00418,2009,Tswelopele,Tswelopele,
1226,level3,ZA_3_004184,level2,ZA_2_00418,2009,Matjhabeng,Matjhabeng,
1227,level3,ZA_3_004185,level2,ZA_2_00418,2009,Nala,Nala,
1228,level3,ZA_3_004191,level2,ZA_2_00419,2009,Setsoto,Setsoto,
1229,level3,ZA_3_004192,level2,ZA_2_00419,2009,Dihlabeng,Dihlabeng,
1230,level3,ZA_3_004193,level2,ZA_2_00419,2009,Nketoana,Nketoana,
1231,level3,ZA_3_004194,level2,ZA_2_00419,2009,Maluti a Phofung,Maluti a Phofung,
1232,level3,ZA_3_004195,level2,ZA_2_00419,2009,Phumelela,Phumelela,
1233,level3,ZA_3_004196,level2,ZA_2_00419,2009,Mantsopa,Mantsopa,
1234,level3,ZA_3_004201,level2,ZA_2_00420,2009,Moqhaka,Moqhaka,
1235,level3,ZA_3_004203,level2,ZA_2_00420,2009,Ngwathe,Ngwathe,
1236,level3,ZA_3_004204,level2,ZA_2_00420,2009,Metsimaholo,Metsimaholo,
1237,level3,ZA_3_004205,level2,ZA_2_00420,2009,Mafube,Mafube,
1239,level3,ZA_3_005212,level2,ZA_2_00521,2009,Umdoni,Umdoni,
1240,level3,ZA_3_005213,level2,ZA_2_00521,2009,Umzumbe,Umzumbe,
1241,level3,ZA_3_005214,level2,ZA_2_00521,2009,uMuziwabantu,uMuziwabantu,
1242,level3,ZA_3_005216,level2,ZA_2_00521,2009,Ray Nkonyeni,Ray Nkonyeni,
1243,level3,ZA_3_005221,level2,ZA_2_00522,2009,uMshwathi,uMshwathi,
1244,level3,ZA_3_005222,level2,ZA_2_00522,2009,uMngeni,uMngeni,
1245,level3,ZA_3_005223,level2,ZA_2_00522,2009,Mpofana,Mpofana,
1246,level3,ZA_3_005224,level2,ZA_2_00522,2009,Impendle,Impendle,
1247,level3,ZA_3_005225,level2,ZA_2_00522,2009,The Msunduzi,The Msunduzi,
1248,level3,ZA_3_005226,level2,ZA_2_00522,2009,Mkhambathini,Mkhambathini,
1249,level3,ZA_3_005227,level2,ZA_2_00522,2009,Richmond,Richmond,
1250,level3,ZA_3_005235,level2,ZA_2_00523,2009,Okhahlamba,Okhahlamba,
1251,level3,ZA_3_005237,level2,ZA_2_00523,2009,Inkosi Langalibalele,Inkosi Langalibalele,
1252,level3,ZA_3_005238,level2,ZA_2_00523,2009,Alfred Duma,Alfred Duma,
1253,level3,ZA_3_005241,level2,ZA_2_00524,2009,Endumeni,Endumeni,
1254,level3,ZA_3_005242,level2,ZA_2_00524,2009,Nqutu,Nqutu,
1255,level3,ZA_3_005244,level2,ZA_2_00524,2009,Msinga,Msinga,
1256,level3,ZA_3_005245,level2,ZA_2_00524,2009,Umvoti,Umvoti,
1257,level3,ZA_3_005252,level2,ZA_2_00525,2009,Newcastle,Newcastle,
1258,level3,ZA_3_005253,level2,ZA_2_00525,2009,Emadlangeni,Emadlangeni,
1259,level3,ZA_3_005254,level2,ZA_2_00525,2009,Dannhauser,Dannhauser,
1260,level3,ZA_3_005261,level2,ZA_2_00526,2009,eDumbe,eDumbe,
1261,level3,ZA_3_005262,level2,ZA_2_00526,2009,uPhongolo,uPhongolo,
1262,level3,ZA_3_005263,level2,ZA_2_00526,2009,Abaqulusi,Abaqulusi,
1263,level3,ZA_3_005265,level2,ZA_2_00526,2009,Nongoma,Nongoma,
1264,level3,ZA_3_005266,level2,ZA_2_00526,2009,Ulundi,Ulundi,
1265,level3,ZA_3_005271,level2,ZA_2_00527,2009,Umhlabuyalingana,Umhlabuyalingana,
1266,level3,ZA_3_005272,level2,ZA_2_00527,2009,Jozini,Jozini,
1267,level3,ZA_3_005275,level2,ZA_2_00527,2009,Mtubatuba,Mtubatuba,
1268,level3,ZA_3_005276,level2,ZA_2_00527,2009,Big Five Hlabisa,Big Five Hlabisa,
1269,level3,ZA_3_005281,level2,ZA_2_00528,2009,Mfolozi,Mfolozi,
1270,level3,ZA_3_005282,level2,ZA_2_00528,2009,uMhlathuze,uMhlathuze,
1271,level3,ZA_3_005284,level2,ZA_2_00528,2009,uMlalazi,uMlalazi,
1272,level3,ZA_3_005285,level2,ZA_2_00528,2009,Mthonjaneni,Mthonjaneni,
1273,level3,ZA_3_005286,level2,ZA_2_00528,2009,Nkandla,Nkandla,
1274,level3,ZA_3_005291,level2,ZA_2_00529,2009,Mandeni,Mandeni,
1275,level3,ZA_3_005292,level2,ZA_2_00529,2009,KwaDukuza,KwaDukuza,
1276,level3,ZA_3_005293,level2,ZA_2_00529,2009,Ndwedwe,Ndwedwe,
1277,level3,ZA_3_005294,level2,ZA_2_00529,2009,Maphumulo,Maphumulo,
1278,level3,ZA_3_005433,level2,ZA_2_00543,2009,Greater Kokstad,Greater Kokstad,
1279,level3,ZA_3_005434,level2,ZA_2_00543,2009,Ubuhlebezwe,Ubuhlebezwe,
1280,level3,ZA_3_005435,level2,ZA_2_00543,2009,Umzimkhulu,Umzimkhulu,
1281,level3,ZA_3_005436,level2,ZA_2_00543,2009,Dr Nkosazana Dlamini Zuma,Dr Nkosazana Dlamini Zuma,
1283,level3,ZA_3_006371,level2,ZA_2_00637,2009,Moretele,Moretele,
1284,level3,ZA_3_006372,level2,ZA_2_00637,2009,Local Municipality of Madibeng,Local Municipality of Madibeng,
1285,level3,ZA_3_006373,level2,ZA_2_00637,2009,Rustenburg,Rustenburg,
1286,level3,ZA_3_006374,level2,ZA_2_00637,2009,Kgetlengrivier,Kgetlengrivier,
1287,level3,ZA_3_006375,level2,ZA_2_00637,2009,Moses Kotane,Moses Kotane,
1288,level3,ZA_3_006381,level2,ZA_2_00638,2009,Ratlou,Ratlou,
1289,level3,ZA_3_006382,level2,ZA_2_00638,2009,Tswaing,Tswaing,
1290,level3,ZA_3_006383,level2,ZA_2_00638,2009,Mafikeng,Mafikeng,
1291,level3,ZA_3_006384,level2,ZA_2_00638,2009,Ditsobotla,Ditsobotla,
1292,level3,ZA_3_006385,level2,ZA_2_00638,2009,Ramotshere Moiloa,Ramotshere Moiloa,
1293,level3,ZA_3_006392,level2,ZA_2_00639,2009,Naledi,Naledi,
1294,level3,ZA_3_006393,level2,ZA_2_00639,2009,Mamusa,Mamusa,
1295,level3,ZA_3_006394,level2,ZA_2_00639,2009,Greater Taung,Greater Taung,
1296,level3,ZA_3_006396,level2,ZA_2_00639,2009,Lekwa-Teemane,Lekwa-Teemane,
1297,level3,ZA_3_006397,level2,ZA_2_00639,2009,Kagisano/Molopo,Kagisano/Molopo,
1298,level3,ZA_3_006403,level2,ZA_2_00640,2009,City of Matlosana,City of Matlosana,
1299,level3,ZA_3_006404,level2,ZA_2_00640,2009,Maquassi Hills,Maquassi Hills,
1300,level3,ZA_3_006405,level2,ZA_2_00640,2009,Ventersdorp/Tlokwe,Ventersdorp/Tlokwe,
1301,level3,ZA_3_007421,level2,ZA_2_00742,2009,Emfuleni,Emfuleni,
1302,level3,ZA_3_007422,level2,ZA_2_00742,2009,Midvaal,Midvaal,
1303,level3,ZA_3_007423,level2,ZA_2_00742,2009,Lesedi,Lesedi,
1304,level3,ZA_3_007481,level2,ZA_2_00748,2009,Mogale City,Mogale City,
1305,level3,ZA_3_007484,level2,ZA_2_00748,2009,Merafong City,Merafong City,
1306,level3,ZA_3_007485,level2,ZA_2_00748,2009,Rand West City,Rand West City,
1310,level3,ZA_3_008301,level2,ZA_2_00830,2009,Chief Albert Luthuli,Chief Albert Luthuli,
1311,level3,ZA_3_008302,level2,ZA_2_00830,2009,Msukaligwa,Msukaligwa,
1312,level3,ZA_3_008303,level2,ZA_2_00830,2009,Mkhondo,Mkhondo,
1313,level3,ZA_3_008304,level2,ZA_2_00830,2009,Dr Pixley Ka Isaka Seme,Dr Pixley Ka Isaka Seme,
1314,level3,ZA_3_008305,level2,ZA_2_00830,2009,Lekwa,Lekwa,
1315,level3,ZA_3_008306,level2,ZA_2_00830,2009,Dipaleseng,Dipaleseng,
1316,level3,ZA_3_008307,level2,ZA_2_00830,2009,Govan Mbeki,Govan Mbeki,
1317,level3,ZA_3_008311,level2,ZA_2_00831,2009,Victor Khanye,Victor Khanye,
1318,level3,ZA_3_008312,level2,ZA_2_00831,2009,Emalahleni,Emalahleni,
1319,level3,ZA_3_008313,level2,ZA_2_00831,2009,Steve Tshwete,Steve Tshwete,
1320,level3,ZA_3_008314,level2,ZA_2_00831,2009,Emakhazeni,Emakhazeni,
1321,level3,ZA_3_008315,level2,ZA_2_00831,2009,Thembisile,Thembisile,
1322,level3,ZA_3_008316,level2,ZA_2_00831,2009,Dr JS Moroka,Dr JS Moroka,
1323,level3,ZA_3_008321,level2,ZA_2_00832,2009,Thaba Chweu,Thaba Chweu,
1324,level3,ZA_3_008324,level2,ZA_2_00832,2009,Nkomazi,Nkomazi,
1325,level3,ZA_3_008325,level2,ZA_2_00832,2009,Bushbuckridge,Bushbuckridge,
1326,level3,ZA_3_008326,level2,ZA_2_00832,2009,Mbombela,Mbombela,
1327,level3,ZA_3_009331,level2,ZA_2_00933,2009,Greater Giyani,Greater Giyani,
1328,level3,ZA_3_009332,level2,ZA_2_00933,2009,Greater Letaba,Greater Letaba,
1329,level3,ZA_3_009333,level2,ZA_2_00933,2009,Greater Tzaneen,Greater Tzaneen,
1330,level3,ZA_3_009334,level2,ZA_2_00933,2009,Ba-Phalaborwa,Ba-Phalaborwa,
1331,level3,ZA_3_009335,level2,ZA_2_00933,2009,Maruleng,Maruleng,
1332,level3,ZA_3_009341,level2,ZA_2_00934,2009,Musina,Musina,
1333,level3,ZA_3_009343,level2,ZA_2_00934,2009,Thulamela,Thulamela,
1334,level3,ZA_3_009344,level2,ZA_2_00934,2009,Makhado,Makhado,
1335,level3,ZA_3_009345,level2,ZA_2_00934,2009,Collins Chabane,Collins Chabane,
1336,level3,ZA_3_009351,level2,ZA_2_00935,2009,Blouberg,Blouberg,
1337,level3,ZA_3_009353,level2,ZA_2_00935,2009,Molemole,Molemole,
1338,level3,ZA_3_009354,level2,ZA_2_00935,2009,Polokwane,Polokwane,
1339,level3,ZA_3_009355,level2,ZA_2_00935,2009,Lepele-Nkumpi,Lepele-Nkumpi,
1340,level3,ZA_3_009361,level2,ZA_2_00936,2009,Thabazimbi,Thabazimbi,
1341,level3,ZA_3_009362,level2,ZA_2_00936,2009,Lephalale,Lephalale,
1342,level3,ZA_3_009366,level2,ZA_2_00936,2009,Bela-Bela,Bela-Bela,
1343,level3,ZA_3_009367,level2,ZA_2_00936,2009,Mogalakwena,Mogalakwena,
1344,level3,ZA_3_009368,level2,ZA_2_00936,2009,Modimolle/Mookgophong,Modimolle/Mookgophong,
1345,level3,ZA_3_009471,level2,ZA_2_00947,2009,Ephraim Mogale,Ephraim Mogale,
1346,level3,ZA_3_009472,level2,ZA_2_00947,2009,Elias Motsoaledi,Elias Motsoaledi,
1347,level3,ZA_3_009473,level2,ZA_2_00947,2009,Makhuduthamaga,Makhuduthamaga,
1348,level3,ZA_3_009476,level2,ZA_2_00947,2009,Greater Tubatse/Fetakgomo,Greater Tubatse/Fetakgomo,
1349,level2,KE_2_027144,level1,KE_1_027,2009,Ainabkoi,Ainabkoi,492.9
1350,level2,KE_2_035190,level1,KE_1_035,2009,Ainamoi,Ainamoi,
1351,level2,KE_2_029152,level1,KE_1_029,2009,Aldai,Aldai,
1352,level2,KE_2_041234,level1,KE_1_041,2009,Alego Usonga,Alego Usonga,
1353,level2,KE_2_044254,level1,KE_1_044,2009,Awendo,Awendo,255.3
1354,level2,KE_2_032174,level1,KE_1_032,2009,Bahati,Bahati,
1355,level2,KE_2_007028,level1,KE_1_007,2009,Balambala,Balambala,3684.1
1356,level2,KE_2_009040,level1,KE_1_009,2009,Banissa,Banissa,3942.7
1357,level2,KE_2_030159,level1,KE_1_030,2009,Baringo Central,Baringo Central,786.5
1358,level2,KE_2_030158,level1,KE_1_030,2009,Baringo North,Baringo North,1629.3
1359,level2,KE_2_030160,level1,KE_1_030,2009,Baringo South,Baringo South,
1360,level2,KE_2_035192,level1,KE_1_035,2009,Belgut,Belgut,264.3
1361,level2,KE_2_045264,level1,KE_1_045,2009,Bobasi,Bobasi,
1362,level2,KE_2_045263,level1,KE_1_045,2009,Bomachoge Borabu,Bomachoge Borabu,
1363,level2,KE_2_045265,level1,KE_1_045,2009,Bomachoge Chache,Bomachoge Chache,
1364,level2,KE_2_036197,level1,KE_1_036,2009,Bomet Central,Bomet Central,286.1
1365,level2,KE_2_036196,level1,KE_1_036,2009,Bomet East,Bomet East,305
1366,level2,KE_2_045261,level1,KE_1_045,2009,Bonchari,Bonchari,
1367,level2,KE_2_041236,level1,KE_1_041,2009,Bondo,Bondo,598.8
1368,level2,KE_2_046273,level1,KE_1_046,2009,Borabu,Borabu,246.9
1369,level2,KE_2_040231,level1,KE_1_040,2009,Budalangi,Budalangi,
1370,level2,KE_2_039219,level1,KE_1_039,2009,Bumula,Bumula,345.2
1371,level2,KE_2_004020,level1,KE_1_004,2009,Bura,Bura,
1372,level2,KE_2_035191,level1,KE_1_035,2009,Buret,Buret,
1373,level2,KE_2_037207,level1,KE_1_037,2009,Butere,Butere,210.1
1374,level2,KE_2_040229,level1,KE_1_040,2009,Butula,Butula,243.6
1375,level2,KE_2_012057,level1,KE_1_012,2009,Buuri,Buuri,
1376,level2,KE_2_012058,level1,KE_1_012,2009,Cental Imenti,Cental Imenti,
1377,level2,KE_2_001001,level1,KE_1_001,2009,Changamwe,Changamwe,17.7
1378,level2,KE_2_036195,level1,KE_1_036,2009,Chepalungu,Chepalungu,460.5
1379,level2,KE_2_026140,level1,KE_1_026,2009,Cherangany,Cherangany,
1380,level2,KE_2_029154,level1,KE_1_029,2009,Chesumei,Chesumei,474.6
1381,level2,KE_2_007030,level1,KE_1_007,2009,Dadaab,Dadaab,6479.8
1382,level2,KE_2_047276,level1,KE_1_047,2009,Dagoretti,Dagoretti,29.1
1383,level2,KE_2_007027,level1,KE_1_007,2009,Dujis,Dujis,
1384,level2,KE_2_030162,level1,KE_1_030,2009,Eldama Ravine,Eldama Ravine,
1385,level2,KE_2_008037,level1,KE_1_008,2009,Eldas,Eldas,4444
1386,level2,KE_2_047284,level1,KE_1_047,2009,Embakasi Central,Embakasi Central,
1387,level2,KE_2_047285,level1,KE_1_047,2009,Embakasi East,Embakasi East,
1388,level2,KE_2_047283,level1,KE_1_047,2009,Embakasi North,Embakasi North,
1389,level2,KE_2_047282,level1,KE_1_047,2009,Embakasi South,Embakasi South,
1390,level2,KE_2_047286,level1,KE_1_047,2009,Embakasi West,Embakasi West,
1391,level2,KE_2_029155,level1,KE_1_029,2009,Emgwen,Emgwen,
1392,level2,KE_2_038215,level1,KE_1_038,2009,Emuhaya,Emuhaya,89
1393,level2,KE_2_033178,level1,KE_1_033,2009,Emurua Dikirr,Emurua Dikirr,
1394,level2,KE_2_026137,level1,KE_1_026,2009,Endebess,Endebess,678.4
1395,level2,KE_2_007031,level1,KE_1_007,2009,Fafi,Fafi,15072.9
1396,level2,KE_2_040230,level1,KE_1_040,2009,Funyula,Funyula,
1397,level2,KE_2_014065,level1,KE_1_014,2009,Gachoka,Gachoka,
1398,level2,KE_2_004019,level1,KE_1_004,2009,Galole,Galole,
1399,level2,KE_2_003015,level1,KE_1_003,2009,Ganze,Ganze,3204.4
1400,level2,KE_2_004018,level1,KE_1_004,2009,Garsen,Garsen,
1401,level2,KE_2_021110,level1,KE_1_021,2009,Gatanga,Gatanga,532.3
1402,level2,KE_2_022112,level1,KE_1_022,2009,Gatundu North,Gatundu North,285.9
1403,level2,KE_2_022111,level1,KE_1_022,2009,Gatundu South,Gatundu South,193.6
1404,level2,KE_2_041235,level1,KE_1_041,2009,Gem,Gem,405.3
1405,level2,KE_2_020101,level1,KE_1_020,2009,Gichugu,Gichugu,
1406,level2,KE_2_032169,level1,KE_1_032,2009,Gilgil,Gilgil,1075.4
1407,level2,KE_2_022116,level1,KE_1_022,2009,Githunguri,Githunguri,174.4
1408,level2,KE_2_038213,level1,KE_1_038,2009,Hamisi,Hamisi,157.2
1409,level2,KE_2_043249,level1,KE_1_043,2009,Homa Bay,Homa Bay,182
1410,level2,KE_2_012052,level1,KE_1_012,2009,Igembe Central,Igembe Central,
1411,level2,KE_2_012053,level1,KE_1_012,2009,Igembe North,Igembe North,
1412,level2,KE_2_012051,level1,KE_1_012,2009,Igembe South,Igembe South,
1413,level2,KE_2_007032,level1,KE_1_007,2009,Ijara,Ijara,2438.9
1414,level2,KE_2_037210,level1,KE_1_037,2009,Ikolomani,Ikolomani,
1415,level2,KE_2_011049,level1,KE_1_011,2009,Isiolo North,Isiolo North,
1416,level2,KE_2_011050,level1,KE_1_011,2009,Isiolo South,Isiolo South,
1417,level2,KE_2_001002,level1,KE_1_001,2009,Jomvu,Jomvu,36.9
1418,level2,KE_2_022113,level1,KE_1_022,2009,Juja,Juja,342
1419,level2,KE_2_022119,level1,KE_1_022,2009,Kabete,Kabete,60.7
1420,level2,KE_2_043246,level1,KE_1_043,2009,Kabondo Kasipul,Kabondo Kasipul,
1421,level2,KE_2_039218,level1,KE_1_039,2009,Kabuchai,Kabuchai,
1422,level2,KE_2_024131,level1,KE_1_024,2009,Kacheliba,Kacheliba,
1423,level2,KE_2_017085,level1,KE_1_017,2009,Kaiti,Kaiti,
1424,level2,KE_2_034184,level1,KE_1_034,2009,Kajiado Central,Kajiado Central,4239.5
1425,level2,KE_2_034186,level1,KE_1_034,2009,Kajiado East,Kajiado East,
1426,level2,KE_2_034183,level1,KE_1_034,2009,Kajiado North,Kajiado North,110.6
1427,level2,KE_2_034187,level1,KE_1_034,2009,Kajiado South,Kajiado South,
1428,level2,KE_2_034185,level1,KE_1_034,2009,Kajiado West,Kajiado West,7862.1
1429,level2,KE_2_003013,level1,KE_1_003,2009,Kaloleni,Kaloleni,706.1
1430,level2,KE_2_047288,level1,KE_1_047,2009,Kamukunji,Kamukunji,10.5
1431,level2,KE_2_021109,level1,KE_1_021,2009,Kandara,Kandara,234.6
1432,level2,KE_2_039220,level1,KE_1_039,2009,Kanduyi,Kanduyi,
1433,level2,KE_2_021104,level1,KE_1_021,2009,Kangema,Kangema,173.7
1434,level2,KE_2_016077,level1,KE_1_016,2009,Kangundo,Kangundo,172.7
1435,level2,KE_2_024129,level1,KE_1_024,2009,Kapenguria,Kapenguria,
1436,level2,KE_2_027145,level1,KE_1_027,2009,Kapseret,Kapseret,299.3
1437,level2,KE_2_043247,level1,KE_1_043,2009,Karachuonyo,Karachuonyo,
1438,level2,KE_2_047280,level1,KE_1_047,2009,Kasarani,Kasarani,86.2
1439,level2,KE_2_043245,level1,KE_1_043,2009,Kasipul,Kasipul,
1440,level2,KE_2_016079,level1,KE_1_016,2009,Kathiani,Kathiani,205.6
1441,level2,KE_2_028149,level1,KE_1_028,2009,Keiyo North,Keiyo North,543.2
1442,level2,KE_2_028150,level1,KE_1_028,2009,Keiyo South,Keiyo South,897.8
1443,level2,KE_2_027146,level1,KE_1_027,2009,Kesses,Kesses,731
1444,level2,KE_2_037208,level1,KE_1_037,2009,Khwisero,Khwisero,145.6
1445,level2,KE_2_022118,level1,KE_1_022,2009,Kiambaa,Kiambaa,91.1
1446,level2,KE_2_022117,level1,KE_1_022,2009,Kiambu,Kiambu,98.3
1447,level2,KE_2_047278,level1,KE_1_047,2009,Kibra,Kibra,12.1
1448,level2,KE_2_017088,level1,KE_1_017,2009,Kibwezi East,Kibwezi East,
1449,level2,KE_2_017087,level1,KE_1_017,2009,Kibwezi West,Kibwezi West,
1450,level2,KE_2_019095,level1,KE_1_019,2009,Kieni,Kieni,
1451,level2,KE_2_021107,level1,KE_1_021,2009,Kigumo,Kigumo,244.2
1452,level2,KE_2_021106,level1,KE_1_021,2009,Kiharu,Kiharu,
1453,level2,KE_2_022120,level1,KE_1_022,2009,Kikuyu,Kikuyu,172.9
1454,level2,KE_2_033177,level1,KE_1_033,2009,Kilgoris,Kilgoris,
1455,level2,KE_2_003011,level1,KE_1_003,2009,Kilifi North,Kilifi North,264.4
1456,level2,KE_2_003012,level1,KE_1_003,2009,Kilifi South,Kilifi South,290.5
1457,level2,KE_2_047275,level1,KE_1_047,2009,Kilimani,Kilimani,
1458,level2,KE_2_017084,level1,KE_1_017,2009,Kilome,Kilome,
1459,level2,KE_2_039223,level1,KE_1_039,2009,Kimilili,Kimilili,
1460,level2,KE_2_026139,level1,KE_1_026,2009,Kiminini,Kiminini,366.9
1461,level2,KE_2_002010,level1,KE_1_002,2009,Kinango,Kinango,1614
1462,level2,KE_2_018089,level1,KE_1_018,2009,Kinangop,Kinangop,293.6
1463,level2,KE_2_018090,level1,KE_1_018,2009,Kipipiri,Kipipiri,456.3
1464,level2,KE_2_035188,level1,KE_1_035,2009,Kipkelion East,Kipkelion East,
1465,level2,KE_2_035189,level1,KE_1_035,2009,Kipkelion West,Kipkelion West,
1466,level2,KE_2_020103,level1,KE_1_020,2009,Kirinyaga Central,Kirinyaga Central,153.3
1467,level2,KE_2_001003,level1,KE_1_001,2009,Kisauni,Kisauni,87.7
1468,level2,KE_2_042240,level1,KE_1_042,2009,Kisumu Central,Kisumu Central,36.8
1469,level2,KE_2_042238,level1,KE_1_042,2009,Kisumu East,Kisumu East,141.6
1470,level2,KE_2_042239,level1,KE_1_042,2009,Kisumu West,Kisumu West,209
1471,level2,KE_2_015072,level1,KE_1_015,2009,Kitui Central,Kitui Central,421.8
1472,level2,KE_2_015073,level1,KE_1_015,2009,Kitui East,Kitui East,
1473,level2,KE_2_015071,level1,KE_1_015,2009,Kitui Rural,Kitui Rural,
1474,level2,KE_2_015074,level1,KE_1_015,2009,Kitui South,Kitui South,
1475,level2,KE_2_015070,level1,KE_1_015,2009,Kitui West,Kitui West,416.4
1476,level2,KE_2_045268,level1,KE_1_045,2009,Kitutu Chache North,Kitutu Chache North,
1477,level2,KE_2_045269,level1,KE_1_045,2009,Kitutu Chache South,Kitutu Chache South,
1478,level2,KE_2_046270,level1,KE_1_046,2009,Kitutu Masaba,Kitutu Masaba,
1479,level2,KE_2_036198,level1,KE_1_036,2009,Konoin,Konoin,392.5
1480,level2,KE_2_032171,level1,KE_1_032,2009,Kuresoi North,Kuresoi North,618.1
1481,level2,KE_2_032170,level1,KE_1_032,2009,Kuresoi South,Kuresoi South,548.2
1482,level2,KE_2_044260,level1,KE_1_044,2009,Kuria East,Kuria East,187.6
1483,level2,KE_2_044259,level1,KE_1_044,2009,Kuria West,Kuria West,395.7
1484,level2,KE_2_026136,level1,KE_1_026,2009,Kwanza,Kwanza,465.3
1485,level2,KE_2_009044,level1,KE_1_009,2009,Lafey,Lafey,3846.3
1486,level2,KE_2_007029,level1,KE_1_007,2009,Lagdera,Lagdera,6096.4
1487,level2,KE_2_031164,level1,KE_1_031,2009,Laikipia East,Laikipia East,1539
1488,level2,KE_2_031165,level1,KE_1_031,2009,Laikipia North,Laikipia North,2575
1489,level2,KE_2_031163,level1,KE_1_031,2009,Laikipia West,Laikipia West,3372.2
1490,level2,KE_2_010048,level1,KE_1_010,2009,Laisamis,Laisamis,
1491,level2,KE_2_005021,level1,KE_1_005,2009,Lamu East,Lamu East,2336.7
1492,level2,KE_2_005022,level1,KE_1_005,2009,Lamu West,Lamu West,3916.6
1493,level2,KE_2_047277,level1,KE_1_047,2009,Langata,Langata,
1494,level2,KE_2_022122,level1,KE_1_022,2009,Lari,Lari,432.3
1495,level2,KE_2_001005,level1,KE_1_001,2009,Likoni,Likoni,40.5
1496,level2,KE_2_037200,level1,KE_1_037,2009,Likuyani,Likuyani,316.1
1497,level2,KE_2_022121,level1,KE_1_022,2009,Limuru,Limuru,285.1
1498,level2,KE_2_023126,level1,KE_1_023,2009,Loima,Loima,9113.3
1499,level2,KE_2_038214,level1,KE_1_038,2009,Luanda,Luanda,84.3
1500,level2,KE_2_037199,level1,KE_1_037,2009,Lugari,Lugari,254.3
1501,level2,KE_2_002008,level1,KE_1_002,2009,Lunga Lunga,Lunga Lunga,
1502,level2,KE_2_037202,level1,KE_1_037,2009,Lurambi,Lurambi,
1503,level2,KE_2_013061,level1,KE_1_013,2009,Maara,Maara,265.1
1504,level2,KE_2_016081,level1,KE_1_016,2009,Machakos Town,Machakos Town,
1505,level2,KE_2_003017,level1,KE_1_003,2009,Magarini,Magarini,5229.4
1506,level2,KE_2_047287,level1,KE_1_047,2009,Makadara,Makadara,11.7
1507,level2,KE_2_017086,level1,KE_1_017,2009,Makueni,Makueni,609.3
1508,level2,KE_2_037201,level1,KE_1_037,2009,Malava,Malava,
1509,level2,KE_2_003016,level1,KE_1_003,2009,Malindi,Malindi,2263.3
1510,level2,KE_2_009043,level1,KE_1_009,2009,Mandera East,Mandera East,
1511,level2,KE_2_009041,level1,KE_1_009,2009,Mandera North,Mandera North,5087.3
1512,level2,KE_2_009042,level1,KE_1_009,2009,Mandera South,Mandera South,
1513,level2,KE_2_009039,level1,KE_1_009,2009,Mandera West,Mandera West,
1514,level2,KE_2_014063,level1,KE_1_014,2009,Manyatta,Manyatta,
1515,level2,KE_2_021108,level1,KE_1_021,2009,Maragwa,Maragwa,
1516,level2,KE_2_028147,level1,KE_1_028,2009,Marakwet East,Marakwet East,
1517,level2,KE_2_028148,level1,KE_1_028,2009,Marakwet West,Marakwet West,
1518,level2,KE_2_016075,level1,KE_1_016,2009,Masinga,Masinga,
1519,level2,KE_2_040228,level1,KE_1_040,2009,Matayos,Matayos,
1520,level2,KE_2_047290,level1,KE_1_047,2009,Mathare,Mathare,3
1521,level2,KE_2_021105,level1,KE_1_021,2009,Mathioya,Mathioya,177.5
1522,level2,KE_2_019096,level1,KE_1_019,2009,Mathira,Mathira,
1523,level2,KE_2_002009,level1,KE_1_002,2009,Matuga,Matuga,1032.4
1524,level2,KE_2_037206,level1,KE_1_037,2009,Matungu,Matungu,279.1
1525,level2,KE_2_016078,level1,KE_1_016,2009,Matungulu,Matungulu,581.4
1526,level2,KE_2_016080,level1,KE_1_016,2009,Mavoko,Mavoko,
1527,level2,KE_2_017083,level1,KE_1_017,2009,Mbooni,Mbooni,
1528,level2,KE_2_030161,level1,KE_1_030,2009,Mogotio,Mogotio,1375.3
1529,level2,KE_2_027143,level1,KE_1_027,2009,Moiben,Moiben,769.8
1530,level2,KE_2_032166,level1,KE_1_032,2009,Molo,Molo,483.2
1531,level2,KE_2_029156,level1,KE_1_029,2009,Mosop,Mosop,
1532,level2,KE_2_010045,level1,KE_1_010,2009,Moyale,Moyale,3395.5
1533,level2,KE_2_002007,level1,KE_1_002,2009,Msambweni,Msambweni,
1534,level2,KE_2_039216,level1,KE_1_039,2009,Mt. Elgon,Mt. Elgon,126.5
1535,level2,KE_2_042243,level1,KE_1_042,2009,Muhoroni,Muhoroni,657.5
